facturadora,facturada,total
Q2280162501,Q1799660712,98923
Q1851779074,Q6750581222,97565
Q9016400742,Q1527100770,73809
Q4444,Q8202147355,64477
Q1710658261,Q3618140647,32794
Q2535484805,Q8792393276,10690
Q8396980208,Q2535484805,74087
Q3164435093,Q9336212340,87960
Q9004955745,Q8620606089,53060
Q1820827878,Q2201628128,62316
Q4195375468,Q8206014259,31971
Q5236930570,Q1527100770,5103
Q2280162501,Q0944953579,52467
Q1521208856,Q9954990406,62347
Q7400418425,Q1521208856,81245
Q1088565265,Q9671059268,34065
Q1527100770,Q7089122617,40173
Q4115702114,Q0177372821,10145
Q5256483984,Q2641727394,51727
Q9276934764,Q9004955745,847
Q8435135992,Q9815722414,63273
Q5997385515,Q4678003580,30002
Q9388385657,Q1521208856,78433
Q4678003580,Q3967623915,59186
Q4115702114,Q8620606089,84930
Q8654262468,Q3536657242,28427
Q3536657242,Q1006027194,2056
Q3164435093,Q3040648240,26985
Q5899441084,Q3618140647,64578
Q4725404460,Q5184356482,18390
Q5184356482,Q4451605077,56667
Q6905707917,Q5184356482,75129
Q3565078655,Q0563962909,14811
Q6798126526,Q9855629498,29814
Q7570562411,Q1111111,68976
Q0978988285,Q8654262468,37781
Q1509499132,Q0021942248,94502
Q8225522581,Q5997385515,46971
Q7976453880,Q2201628128,35710
Q5184356482,Q6236124536,46379
Q3967623915,Q272727,36315
Q1033745652,Q0301971354,23250
Q9453657809,Q9564636321,51493
Q1509499132,Q0177372821,13785
Q8435135992,Q9815722414,87757
Q7089122617,Q6236124536,70614
Q5184356482,Q5132628476,21831
Q5986013964,Q0199943111,32061
Q7135753287,Q7089122617,7120
Q6454390516,Q9016400742,66049
Q1728417125,Q9388385657,8424
Q4451605077,Q7089122617,16110
Q1710658261,Q8449780869,77024
Q7239794431,Q3967623915,29314
Q0199943111,Q3611449843,13752
Q5986013964,Q8620606089,34622
Q3040648240,Q2535484805,62411
Q7009715042,Q8620606089,89147
Q3611449843,Q4195375468,15174
Q8374347050,Q0563962909,86460
Q6236124536,Q7135753287,91108
Q7933062949,Q0850183150,91517
Q9855629498,Q0482332301,6283
Q7400418425,Q9336212340,85932
Q8202147355,Q6934466760,64650
Q4115702114,Q5132628476,26920
Q1799660712,Q5899441084,99828
Q6666,Q8792393276,44001
Q6905707917,Q5369760002,27357
Q6723378937,Q0563962909,67073
Q5633742877,Q3040648240,52579
Q1111111,Q9453657809,17615
Q3967623915,Q3040648240,73318
Q2641727394,Q6723378937,68167
Q8044157700,Q1509499132,82249
Q3618140647,Q4678003580,50998
Q4195375468,Q3618140647,48658
Q1111111,Q8202147355,86036
Q1521208856,Q5572688534,90829
Q9276934764,Q5997385515,39711
Q1033745652,Q8225522581,20241
Q5184356482,Q0482332301,44996
Q4451605077,Q3040648240,21743
Q5132628476,Q9016400742,20683
Q3536657242,Q7570562411,8780
Q0944953579,Q1322352860,45046
Q0944953579,Q0021942248,50350
Q8206014259,Q6905707917,26523
Q1509499132,Q1799660712,23929
Q1468063108,Q0978988285,93782
Q5473512807,Q33,96059
Q6454390516,Q5572688534,13942
Q7239794431,Q8202147355,9131
Q7089122617,Q9004955745,671
Q1033745652,Q8654262468,45058
Q1955927015,Q3967623915,71584
Q5986013964,Q4451605077,83934
Q1851779074,Q4242605006,48400
Q0021942248,Q0482332301,31552
Q5473512807,Q5825436105,28054
Q4451605077,Q8792393276,7006
Q1851779074,Q1728417125,543
Q2274080112,Q8620606089,98785
Q9016400742,Q9815722414,12318
Q9453657809,Q4725404460,58034
Q5256483984,Q1088565265,8143
Q2280162501,Q5997385515,31135
Q9671059268,Q9815722414,868
Q8225522581,Q6723378937,91648
Q5473512807,Q8888,15244
Q1088565265,Q4678003580,18439
Q5997385515,Q1728417125,8394
Q8396980208,Q5899441084,49713
Q9453657809,Q1509499132,66263
Q8374347050,Q0177372821,20859
Q6798126526,Q2641727394,35936
Q4451605077,Q4678003580,56496
Q6798126526,Q1468063108,35728
Q7009715042,Q8654262468,74503
Q2274080112,Q8225522581,84792
Q9671059268,Q5473512807,41732
Q1033745652,Q7400418425,35774
Q4444,Q6750581222,14815
Q1710658261,Q7976453880,86141
Q1710658261,Q4451605077,17743
Q9016400742,Q6364730892,28821
Q55555,Q7933062949,92184
Q4678003580,Q3536657242,82504
Q5184356482,Q6454390516,27590
Q2274080112,Q2903404864,35385
Q3618140647,Q5899441084,98751
Q0978988285,Q5899441084,59094
Q0851389296,Q9954990406,92361
Q8792393276,Q33,84121
Q1820827878,Q7239794431,45331
Q9954990406,Q6666,65970
Q8202147355,Q0301971354,54918
Q1322352860,Q0482332301,89807
Q3611449843,Q1728417125,59651
Q6934466760,Q7933062949,50051
Q1527100770,Q1710658261,74650
Q0177372821,Q272727,50726
Q4725404460,Q0978988285,40607
Q0021942248,Q8206014259,39340
Q0851389296,Q7976453880,43101
Q8202147355,Q1033745652,97882
Q7239794431,Q5633742877,97840
Q0000001,Q6934466760,22435
Q5132628476,Q0021942248,26215
Q8888,Q1911467279,13621
Q1521208856,Q1799660712,94336
Q5256483984,Q5825436105,82588
Q0482332301,Q8449780869,68412
Q33,Q3040648240,97919
Q3565078655,Q8654262468,37707
Q9016400742,Q3040648240,69299
Q9016400742,Q5899441084,4354
Q6454390516,Q1820827878,77941
Q0000001,Q8888,50976
Q6454390516,Q3611449843,22208
Q0000001,Q1773186700,86460
Q3281523098,Q1821647255,19500
Q6454390516,Q0000001,42291
Q9016400742,Q1322352860,15075
Q7239794431,Q2535484805,53447
Q33,Q8620606089,82600
Q5132628476,Q5825436105,63500
Q3967623915,Q9016400742,60007
Q1710658261,Q8620606089,45634
Q3565078655,Q2156262190,14558
Q8202147355,Q9388385657,13926
Q1710658261,Q3281523098,16195
Q9954990406,Q6666,3763
Q2274080112,Q8888,92423
Q0850183150,Q1820827878,95948
Q1088565265,Q0850183150,1271
Q3618140647,Q8435135992,63924
Q2280162501,Q6454390516,51370
Q5132628476,Q9671059268,47334
Q3611449843,Q7009715042,34960
Q1911467279,Q33,64836
Q0000001,Q272727,70576
Q9815722414,Q5132628476,14994
Q1821647255,Q1521208856,82263
Q6905707917,Q1821647255,14639
Q7570562411,Q8620606089,88637
Q8202147355,Q1509499132,66662
Q6454390516,Q7400418425,21386
Q9453657809,Q4678003580,3222
Q5132628476,Q8654262468,25823
Q5132628476,Q8449780869,67815
Q8435135992,Q1955927015,92996
Q1527100770,Q8225522581,17999
Q55555,Q2535484805,85628
Q6934466760,Q55555,50141
Q3281523098,Q5899441084,66922
Q3281523098,Q1851779074,1330
Q6934466760,Q5825436105,71366
Q0021942248,Q0978988285,26211
Q4725404460,Q8044157700,16735
Q0482332301,Q3618140647,66528
Q1851779074,Q9276934764,1034
Q8449780869,Q0199943111,68674
Q0021942248,Q9954990406,48276
Q8396980208,Q0944953579,81088
Q0199943111,Q9815722414,41299
Q9671059268,Q4242605006,3413
Q5256483984,Q9016400742,91189
Q8225522581,Q0850183150,45064
Q1111111,Q2280162501,90524
Q9336212340,Q3164435093,11819
Q4444,Q0563962909,7428
Q2274080112,Q3164435093,23061
Q8396980208,Q3164435093,44386
Q6364730892,Q1773186700,13485
Q5184356482,Q2641727394,83277
Q5825436105,Q0301971354,66872
Q3967623915,Q0850183150,89579
Q8044157700,Q55555,28616
Q33,Q5986013964,61157
Q2280162501,Q6750581222,29146
Q1322352860,Q33,68651
Q1006027194,Q5825436105,3191
Q9336212340,Q4115702114,79088
Q6666,Q5572688534,77597
Q3281523098,Q1521208856,95489
Q1521208856,Q1773186700,41946
Q2535484805,Q6750581222,27074
Q9336212340,Q0482332301,40343
Q0482332301,Q5236930570,93611
Q8654262468,Q8396980208,3128
Q0000001,Q1521208856,80265
Q55555,Q5473512807,69559
Q6364730892,Q0482332301,56993
Q0301971354,Q6750581222,96198
Q3611449843,Q6364730892,8618
Q9336212340,Q7976453880,74372
Q3536657242,Q8449780869,41662
Q6364730892,Q9388385657,49607
Q5997385515,Q6236124536,32158
Q6750581222,Q9004955745,37576
Q8206014259,Q3164435093,30547
Q1006027194,Q9564636321,99297
Q7570562411,Q3281523098,73176
Q5825436105,Q1527100770,95814
Q1799660712,Q1955927015,35990
Q3040648240,Q6454390516,83757
Q4115702114,Q8044157700,25789
Q4063404034,Q9954990406,96915
Q2903404864,Q7400418425,59821
Q3536657242,Q9388385657,97265
Q9276934764,Q1821647255,77191
Q2903404864,Q7570562411,57372
Q4678003580,Q1851779074,35690
Q0563962909,Q0978988285,10562
Q8449780869,Q0199943111,37078
Q2641727394,Q9336212340,20717
Q8449780869,Q2535484805,39129
Q5256483984,Q2641727394,24950
Q7976453880,Q2903404864,20706
Q4678003580,Q8202147355,3623
Q1509499132,Q0199943111,82740
Q0177372821,Q1521208856,51644
Q0944953579,Q8620606089,322
Q5256483984,Q3967623915,55935
Q9336212340,Q1322352860,69887
Q9954990406,Q0978988285,61498
Q1322352860,Q6236124536,41267
Q0851389296,Q7933062949,2789
Q1322352860,Q5256483984,46168
Q272727,Q6798126526,46284
Q1820827878,Q0850183150,67287
Q1509499132,Q3618140647,87174
Q8620606089,Q8396980208,70808
Q8449780869,Q8202147355,71804
Q7239794431,Q1088565265,9474
Q6905707917,Q1521208856,3236
Q8202147355,Q9016400742,89356
Q0850183150,Q1851779074,20238
Q9336212340,Q3565078655,11145
Q3611449843,Q5236930570,71424
Q4444,Q2274080112,14815
Q5473512807,Q8620606089,77409
Q8654262468,Q5184356482,59277
Q8396980208,Q7400418425,14270
Q7089122617,Q4678003580,10742
Q1773186700,Q5132628476,77833
Q7239794431,Q6364730892,34866
Q2280162501,Q1728417125,41669
Q0482332301,Q9815722414,63778
Q272727,Q3611449843,42703
Q0944953579,Q4063404034,9803
Q3611449843,Q6934466760,27306
Q9388385657,Q4444,72662
Q3040648240,Q1006027194,62870
Q5572688534,Q6905707917,23159
Q5572688534,Q5369760002,74735
Q55555,Q4678003580,26263
Q4115702114,Q1527100770,37029
Q1111111,Q7135753287,54309
Q8435135992,Q9453657809,13123
Q3281523098,Q5899441084,70110
Q9815722414,Q0482332301,1078
Q8206014259,Q0000001,77087
Q7976453880,Q6905707917,72920
Q8620606089,Q8374347050,99912
Q3565078655,Q9336212340,66019
Q7089122617,Q1088565265,79439
Q5997385515,Q8620606089,32710
Q2903404864,Q5473512807,45122
Q0000001,Q8206014259,64225
Q8435135992,Q0851389296,34379
Q6750581222,Q5071998992,1637
Q7400418425,Q1728417125,8461
Q1322352860,Q2201628128,47821
Q5473512807,Q0850183150,77632
Q6454390516,Q8888,31624
Q6905707917,Q6934466760,78780
Q9016400742,Q6750581222,79815
Q8225522581,Q3040648240,48660
Q0177372821,Q0301971354,62466
Q2903404864,Q1468063108,47215
Q0944953579,Q272727,757
Q2156262190,Q5825436105,18285
Q6905707917,Q8374347050,82353
Q4444,Q8792393276,22247
Q272727,Q1710658261,31196
Q1710658261,Q1521208856,11349
Q1773186700,Q5997385515,40621
Q55555,Q0851389296,10619
Q1821647255,Q1799660712,24644
Q272727,Q33,13013
Q0482332301,Q55555,72506
Q8044157700,Q1088565265,23256
Q8044157700,Q9388385657,38786
Q1710658261,Q8374347050,72713
Q0177372821,Q5473512807,88411
Q1033745652,Q0021942248,81981
Q4451605077,Q6750581222,67214
Q8206014259,Q2903404864,62724
Q8888,Q8206014259,43562
Q0021942248,Q6905707917,35976
Q6934466760,Q1521208856,86866
Q1728417125,Q4444,1442
Q8435135992,Q8888,38371
Q1773186700,Q0978988285,64368
Q1821647255,Q2156262190,64079
Q5236930570,Q9954990406,59805
Q9016400742,Q8792393276,67402
Q3281523098,Q4444,79499
Q0177372821,Q9276934764,53531
Q1955927015,Q1911467279,34740
Q1911467279,Q5997385515,31822
Q5633742877,Q3565078655,17991
Q5071998992,Q1111111,3395
Q1033745652,Q0944953579,81194
Q33,Q3967623915,15689
Q4451605077,Q4725404460,42807
Q2535484805,Q0851389296,17905
Q9855629498,Q6905707917,91353
Q5236930570,Q8620606089,82623
Q2274080112,Q7135753287,94378
Q1521208856,Q3618140647,25117
Q1468063108,Q1799660712,35186
Q9815722414,Q1111111,14090
Q2641727394,Q0978988285,91232
Q9388385657,Q4063404034,37821
Q6750581222,Q6905707917,83369
Q1851779074,Q4242605006,32512
Q5633742877,Q6905707917,38601
Q8888,Q0482332301,67085
Q9016400742,Q4725404460,70200
Q8620606089,Q6666,76376
Q1033745652,Q3281523098,26470
Q8620606089,Q5997385515,15670
Q0851389296,Q5132628476,9126
Q1006027194,Q3967623915,46868
Q9016400742,Q3611449843,84261
Q1322352860,Q0851389296,96656
Q9855629498,Q3281523098,16176
Q7239794431,Q6454390516,14803
Q4242605006,Q9276934764,55948
Q2641727394,Q4451605077,43510
Q7933062949,Q8620606089,3188
Q8044157700,Q4063404034,65903
Q2641727394,Q4444,31014
Q4451605077,Q6364730892,68246
Q0021942248,Q1799660712,94477
Q7933062949,Q4444,36001
Q3281523098,Q7089122617,76036
Q2156262190,Q272727,1607
Q5132628476,Q1911467279,87280
Q1955927015,Q5899441084,11595
Q3611449843,Q1527100770,94339
Q2280162501,Q1911467279,17183
Q4678003580,Q9276934764,37340
Q6236124536,Q1509499132,11781
Q5825436105,Q1955927015,26253
Q4444,Q1820827878,24482
Q8792393276,Q7089122617,97056
Q1322352860,Q1851779074,42145
Q1322352860,Q4063404034,9529
Q1821647255,Q3164435093,42688
Q5071998992,Q272727,51187
Q1710658261,Q7239794431,55317
Q8206014259,Q0177372821,78601
Q5825436105,Q1773186700,32535
Q8792393276,Q3536657242,37858
Q8374347050,Q2274080112,78474
Q9388385657,Q3565078655,50051
Q1821647255,Q9388385657,3830
Q0563962909,Q5369760002,76786
Q8225522581,Q9954990406,98350
Q1710658261,Q3040648240,23641
Q1468063108,Q8044157700,90130
Q1911467279,Q7089122617,81046
Q5473512807,Q7570562411,97342
Q0978988285,Q1911467279,70329
Q7976453880,Q4444,52942
Q7400418425,Q1322352860,70315
Q5633742877,Q7009715042,16782
Q5572688534,Q1773186700,32721
Q5825436105,Q7089122617,98733
Q7400418425,Q6666,10096
Q9815722414,Q1728417125,30914
Q9016400742,Q5184356482,32258
Q5236930570,Q4451605077,8800
Q6364730892,Q2201628128,25585
Q8206014259,Q7239794431,81349
Q2535484805,Q9336212340,33062
Q7239794431,Q0978988285,6863
Q9004955745,Q8620606089,24609
Q5986013964,Q2641727394,86472
Q7400418425,Q4725404460,64707
Q7009715042,Q8620606089,19652
Q6666,Q1521208856,46017
Q1509499132,Q4195375468,28412
Q0482332301,Q5572688534,4151
Q7239794431,Q0563962909,69739
Q8620606089,Q0978988285,73168
Q1033745652,Q8374347050,41345
Q0978988285,Q0851389296,53800
Q7239794431,Q1799660712,2782
Q3565078655,Q2274080112,94407
Q9276934764,Q3565078655,42856
Q1111111,Q1799660712,61797
Q8792393276,Q7400418425,75805
Q2156262190,Q5572688534,8343
Q3536657242,Q7933062949,99234
Q1468063108,Q4195375468,31682
Q8449780869,Q4444,87724
Q4242605006,Q5369760002,77639
Q5899441084,Q6934466760,12436
Q8654262468,Q6723378937,54376
Q2201628128,Q9388385657,30078
Q9276934764,Q1799660712,6980
Q9016400742,Q0199943111,7871
Q1728417125,Q9855629498,58251
Q4063404034,Q33,16248
Q3565078655,Q1468063108,30303
Q0000001,Q7400418425,72670
Q5071998992,Q8225522581,52110
Q5633742877,Q33,26040
Q1468063108,Q6750581222,14418
Q5825436105,Q1509499132,21723
Q0851389296,Q2274080112,85957
Q55555,Q6934466760,31746
Q9336212340,Q1773186700,37945
Q8374347050,Q6798126526,39206
Q1821647255,Q0850183150,79572
Q9954990406,Q4444,60561
Q8888,Q3536657242,15485
Q2274080112,Q4678003580,79561
Q6454390516,Q2156262190,90215
Q6798126526,Q8888,64314
Q1111111,Q5256483984,90595
Q1820827878,Q3164435093,22089
Q6750581222,Q1322352860,14552
Q1033745652,Q5572688534,24493
Q0851389296,Q272727,47474
Q6236124536,Q8888,66954
Q0851389296,Q9453657809,46878
Q6750581222,Q3565078655,93891
Q8435135992,Q1799660712,74360
Q7009715042,Q3967623915,53539
Q9336212340,Q6798126526,22632
Q4725404460,Q1955927015,33600
Q4115702114,Q8044157700,67708
Q3611449843,Q1088565265,18489
Q1111111,Q5997385515,26333
Q8225522581,Q0199943111,84762
Q6666,Q5132628476,4219
Q4725404460,Q6364730892,10220
Q9671059268,Q7400418425,21227
Q0944953579,Q9388385657,78920
Q9388385657,Q4115702114,73939
Q7570562411,Q5473512807,12381
Q8374347050,Q5572688534,32499
Q1088565265,Q55555,38195
Q5184356482,Q9815722414,6805
Q2903404864,Q9671059268,26416
Q1710658261,Q3281523098,44424
Q2274080112,Q0301971354,13832
Q33,Q9954990406,14555
Q1820827878,Q3967623915,19995
Q5825436105,Q0177372821,41672
Q1006027194,Q3611449843,39984
Q8374347050,Q7135753287,36822
Q1509499132,Q8374347050,76794
Q1773186700,Q1468063108,95395
Q33,Q0944953579,63277
Q0482332301,Q1851779074,82207
Q5236930570,Q5369760002,37041
Q9336212340,Q5633742877,47513
Q4678003580,Q0000001,60218
Q0482332301,Q6798126526,20970
Q0944953579,Q9388385657,33158
Q0177372821,Q6934466760,79336
Q5997385515,Q3040648240,91497
Q8206014259,Q0482332301,27881
Q3611449843,Q0301971354,50583
Q4725404460,Q3536657242,40415
Q7089122617,Q0978988285,71496
Q1851779074,Q3618140647,32475
Q1509499132,Q3611449843,1015
Q7009715042,Q1111111,72170
Q9276934764,Q6236124536,40681
Q6798126526,Q0000001,53284
Q8620606089,Q8225522581,93898
Q2535484805,Q1527100770,65235
Q6723378937,Q2156262190,7669
Q6934466760,Q0978988285,42082
Q1820827878,Q3611449843,9371
Q8792393276,Q1821647255,16705
Q1322352860,Q8792393276,65481
Q3040648240,Q4242605006,43271
Q4115702114,Q5369760002,93987
Q1111111,Q5633742877,87318
Q6236124536,Q9954990406,23313
Q0177372821,Q1088565265,73765
Q1820827878,Q1509499132,86815
Q8374347050,Q5633742877,693
Q5236930570,Q8202147355,55172
Q9004955745,Q5473512807,46921
Q9855629498,Q5572688534,42963
Q5997385515,Q3967623915,12946
Q5184356482,Q6454390516,75531
Q6798126526,Q9276934764,82893
Q6454390516,Q6666,70829
Q0301971354,Q272727,60868
Q2641727394,Q7009715042,6843
Q8620606089,Q6750581222,45094
Q2641727394,Q1710658261,9769
Q9016400742,Q3618140647,92540
Q1710658261,Q0199943111,16631
Q6364730892,Q8206014259,29377
Q1468063108,Q7570562411,50485
Q1821647255,Q1033745652,19886
Q0851389296,Q8449780869,35702
Q1033745652,Q8374347050,15844
Q6934466760,Q9564636321,77208
Q4063404034,Q6364730892,82065
Q9453657809,Q4451605077,98099
Q33,Q5071998992,51423
Q5825436105,Q1821647255,7568
Q1710658261,Q7135753287,2216
Q0851389296,Q9453657809,67841
Q8435135992,Q8792393276,34229
Q2280162501,Q2201628128,5550
Q4444,Q1527100770,27380
Q0021942248,Q9453657809,4464
Q9954990406,Q5997385515,1190
Q3281523098,Q5236930570,57394
Q8435135992,Q6236124536,27237
Q5825436105,Q8206014259,35419
Q9815722414,Q5986013964,62653
Q0000001,Q1509499132,28419
Q4115702114,Q3536657242,12626
Q7009715042,Q9815722414,89311
Q7089122617,Q2903404864,23799
Q8620606089,Q0021942248,62613
Q1322352860,Q4242605006,35542
Q2201628128,Q6364730892,65373
Q5825436105,Q8435135992,92723
Q2641727394,Q5132628476,48537
Q6236124536,Q7009715042,97570
Q2903404864,Q8206014259,31837
Q4242605006,Q9388385657,40323
Q3281523098,Q8206014259,63812
Q2280162501,Q3536657242,82875
Q6236124536,Q33,15247
Q0199943111,Q3618140647,37692
Q5184356482,Q4725404460,95569
Q9671059268,Q272727,55081
Q5473512807,Q8888,59547
Q6750581222,Q4678003580,94408
Q1728417125,Q4725404460,63717
Q1468063108,Q4725404460,15809
Q0563962909,Q6666,12150
Q8374347050,Q9564636321,4840
Q8374347050,Q9815722414,3093
Q1851779074,Q0199943111,46881
Q8620606089,Q6364730892,96248
Q2641727394,Q1527100770,90242
Q1710658261,Q6666,3680
Q1799660712,Q3967623915,64826
Q1322352860,Q0482332301,31882
Q6454390516,Q1955927015,76756
Q6454390516,Q5132628476,8063
Q0850183150,Q1509499132,1369
Q2274080112,Q5132628476,72391
Q2641727394,Q1799660712,32708
Q8225522581,Q0199943111,18311
Q1821647255,Q9815722414,45328
Q8620606089,Q5473512807,28471
Q0177372821,Q0851389296,9656
Q5997385515,Q5633742877,78308
Q5184356482,Q1955927015,30033
Q6666,Q4063404034,15432
Q7135753287,Q1322352860,48212
Q1820827878,Q1773186700,42933
Q9016400742,Q4678003580,88881
Q8225522581,Q8654262468,29317
Q0199943111,Q8888,71608
Q9388385657,Q7933062949,43924
Q9671059268,Q9954990406,164
Q6723378937,Q2535484805,76220
Q7009715042,Q1911467279,42317
Q3611449843,Q1111111,35487
Q8206014259,Q4242605006,51048
Q0978988285,Q9453657809,63218
Q6723378937,Q2280162501,35887
Q9855629498,Q6666,89446
Q1821647255,Q1006027194,53759
Q9815722414,Q6454390516,15455
Q1033745652,Q5473512807,67464
Q8044157700,Q5184356482,21804
Q7400418425,Q8044157700,27545
Q5369760002,Q7976453880,44650
Q0301971354,Q9671059268,77833
Q5071998992,Q5369760002,8795
Q1821647255,Q7400418425,90057
Q1527100770,Q6364730892,52726
Q1468063108,Q33,89486
Q1821647255,Q4678003580,9458
Q0850183150,Q8374347050,1641
Q7135753287,Q4678003580,97276
Q1728417125,Q8044157700,14114
Q0563962909,Q9336212340,61850
Q1468063108,Q9855629498,51760
Q5256483984,Q1773186700,67474
Q1088565265,Q0851389296,33878
Q8435135992,Q272727,98176
Q0851389296,Q1322352860,40730
Q4678003580,Q1728417125,75566
Q55555,Q5899441084,69545
Q8044157700,Q7976453880,15894
Q8374347050,Q5473512807,88021
Q9276934764,Q9016400742,47620
Q7009715042,Q8792393276,47167
Q6750581222,Q8620606089,645
