sexo,edad,ccaa,edu,p6,p7,p8,p9,hab_r,clase_social_r,situacion_laboral_r,educacion_r,recuerdo_r
2,49,10,4,8,18,16,18,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",Abstención
2,59,13,4,8,18,17,1,Más de 10.000,Alta / Media Alta,Parado,"Segundo grado, segundo ciclo",PSOE
1,42,14,4,10,2,15,2,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",PP
2,54,7,6,10,2,2,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PP
1,29,5,3,7,1,1,1,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",PSOE
2,53,1,4,10,18,1,1,Más de 10.000,Media,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",PSOE
1,66,5,3,10,11,11,11,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",Otros
1,69,16,5,10,9,9,9,Más de 10.000,Media baja / Baja,Pensionista,"Tercer grado, primer ciclo",PNV
2,66,13,8,10,5,5,5,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",VOX
1,66,14,6,6,3,5,18,Más de 10.000,Media baja / Baja,Pensionista,"Tercer grado, segundo ciclo y más",Abstención
1,69,1,4,10,14,1,16,Menos de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",Blanco
1,64,1,6,0,17,4,18,Más de 10.000,Media,Pensionista,"Tercer grado, segundo ciclo y más",Abstención
2,23,1,6,10,1,1,1,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
2,63,1,4,9,2,2,2,Más de 10.000,Media,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",PP
2,22,5,6,9,18,16,20,Más de 10.000,Media,Estudiante,"Tercer grado, segundo ciclo y más",Abstención
1,69,12,4,10,4,4,4,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",UP
2,43,9,6,10,19,14,20,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",Abstención
2,58,14,4,99,17,17,18,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",Abstención
2,52,9,6,0,19,17,18,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, segundo ciclo y más",Abstención
1,69,1,4,9,2,2,2,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",PP
1,67,9,4,7,18,7,7,Menos de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",ERC
2,37,1,9,0,18,16,2,Más de 10.000,Media baja / Baja,Parado,Otros,PP
1,69,9,6,10,8,8,8,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, segundo ciclo y más",JXCAT
1,75,9,4,10,4,4,4,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",UP
2,55,13,6,10,2,2,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PP
2,50,5,6,10,12,12,12,Más de 10.000,Media,Parado,"Tercer grado, segundo ciclo y más",Otros
2,40,7,3,5,5,5,5,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, primer ciclo y menos",VOX
2,71,13,6,99,3,3,18,Más de 10.000,Media,Pensionista,"Tercer grado, segundo ciclo y más",Abstención
1,55,1,4,10,5,16,2,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",PP
1,22,13,4,0,17,1,2,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",PP
1,67,13,4,0,17,15,1,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",PSOE
1,34,7,4,10,2,2,2,Menos de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PP
1,59,1,6,8,18,15,3,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",CS
2,54,2,8,10,15,15,16,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Blanco
2,45,10,2,2,18,16,19,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",Abstención
2,20,14,4,5,1,1,18,Más de 10.000,Media baja / Baja,Estudiante,"Segundo grado, segundo ciclo",Abstención
2,32,14,4,8,12,2,18,Más de 10.000,Media,Estudiante,"Segundo grado, segundo ciclo",Abstención
2,71,10,4,10,2,3,3,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",CS
1,50,9,6,10,7,7,7,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",ERC
1,37,9,4,10,5,5,5,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",VOX
2,44,1,4,0,17,12,18,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Abstención
1,71,8,5,10,2,3,1,Más de 10.000,Media,Pensionista,"Tercer grado, primer ciclo",PSOE
1,45,12,4,10,18,4,4,Más de 10.000,Media,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",UP
1,37,12,6,6,1,1,6,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",MP
2,42,8,3,10,4,4,4,Menos de 10.000,Media,Parado,"Segundo grado, primer ciclo y menos",UP
2,59,13,5,10,5,5,5,Más de 10.000,Alta / Media Alta,Trabajo del hogar no remunerado,"Tercer grado, primer ciclo",VOX
2,60,9,4,5,4,4,4,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",UP
2,78,9,5,10,18,16,2,Más de 10.000,Media baja / Baja,Pensionista,"Tercer grado, primer ciclo",PP
2,21,1,4,8,16,4,4,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",UP
2,38,1,4,10,4,4,4,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",UP
2,60,13,6,10,2,2,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PP
2,44,5,3,10,1,1,1,Más de 10.000,Media,Trabaja,"Segundo grado, primer ciclo y menos",PSOE
2,44,16,5,5,1,1,18,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",Abstención
1,36,9,7,7,18,7,8,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",JXCAT
1,57,13,5,10,5,5,5,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",VOX
1,68,12,4,10,1,1,1,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",PSOE
1,50,1,4,10,1,1,1,Menos de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",PSOE
2,39,16,6,8,4,4,4,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",UP
1,20,9,4,8,1,1,2,Más de 10.000,Alta / Media Alta,Estudiante,"Segundo grado, segundo ciclo",PP
2,40,4,6,10,2,2,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
1,49,11,6,9,18,1,1,Menos de 10.000,Media baja / Baja,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
2,41,10,7,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
1,73,5,4,10,1,1,1,Más de 10.000,Alta / Media Alta,Pensionista,"Segundo grado, segundo ciclo",PSOE
1,65,12,4,10,2,2,2,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",PP
1,54,8,4,10,5,5,1,Menos de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",PSOE
1,43,12,6,8,2,2,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PP
2,78,16,8,10,2,15,2,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, segundo ciclo y más",PP
1,37,10,6,10,1,1,1,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
1,80,9,7,10,8,8,8,Más de 10.000,Media,Pensionista,"Tercer grado, segundo ciclo y más",JXCAT
1,39,14,4,5,1,1,18,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Abstención
2,35,1,5,10,2,2,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PP
2,52,1,5,10,5,5,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PP
1,67,1,4,10,1,1,1,Más de 10.000,Alta / Media Alta,Pensionista,"Segundo grado, segundo ciclo",PSOE
1,42,7,4,0,17,16,18,Menos de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",Abstención
1,75,1,4,10,1,1,1,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",PSOE
1,21,9,4,5,1,16,18,Más de 10.000,Media,Estudiante,"Segundo grado, segundo ciclo",Abstención
1,42,11,5,10,4,3,3,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",CS
2,54,12,4,7,18,1,12,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",Otros
1,44,4,4,3,19,2,18,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",Abstención
2,48,2,4,1,1,1,1,Menos de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",PSOE
1,50,7,5,6,19,17,20,Menos de 10.000,Media baja / Baja,Trabaja,"Tercer grado, primer ciclo",Abstención
1,48,12,4,10,5,5,5,Más de 10.000,Media,Parado,"Segundo grado, segundo ciclo",VOX
2,53,13,6,10,18,16,1,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",PSOE
2,43,2,7,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
1,67,9,6,10,7,8,7,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, segundo ciclo y más",ERC
1,68,13,3,8,1,1,1,Más de 10.000,Media,Pensionista,"Segundo grado, primer ciclo y menos",PSOE
1,39,1,6,10,18,3,3,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",CS
2,38,10,9,99,18,15,18,Más de 10.000,Alta / Media Alta,Trabaja,Otros,Abstención
1,59,9,7,10,4,4,1,Más de 10.000,Media,Pensionista,"Tercer grado, segundo ciclo y más",PSOE
2,39,13,7,10,5,5,5,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",VOX
2,60,10,4,0,17,1,18,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",Abstención
1,47,9,7,9,5,5,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PP
1,69,9,5,10,7,7,7,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, primer ciclo",ERC
2,37,13,7,10,18,3,3,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",CS
1,64,15,4,5,16,15,1,Menos de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",PSOE
2,45,9,3,8,1,1,1,Menos de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",PSOE
1,66,9,4,1,7,4,4,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",UP
2,69,13,5,10,2,5,3,Menos de 10.000,Media baja / Baja,Pensionista,"Tercer grado, primer ciclo",CS
2,48,13,4,99,18,15,20,Más de 10.000,Media,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",Abstención
2,25,1,7,10,1,1,1,Más de 10.000,Alta / Media Alta,Parado,"Tercer grado, segundo ciclo y más",PSOE
2,58,12,4,10,5,3,5,Menos de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",VOX
2,69,13,4,10,19,17,20,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",Abstención
2,46,10,4,10,5,5,5,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",VOX
2,56,12,6,10,1,1,1,Más de 10.000,Alta / Media Alta,Parado,"Tercer grado, segundo ciclo y más",PSOE
2,46,9,4,10,7,7,7,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",ERC
1,71,7,5,10,1,1,1,Más de 10.000,Media,Pensionista,"Tercer grado, primer ciclo",PSOE
1,54,10,4,10,5,5,2,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",PP
1,60,5,4,10,5,2,2,Más de 10.000,Alta / Media Alta,Pensionista,"Segundo grado, segundo ciclo",PP
1,55,8,5,8,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PSOE
1,27,13,4,8,3,2,4,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",UP
2,53,12,4,9,18,3,3,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",CS
1,50,9,6,2,4,4,18,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, segundo ciclo y más",Abstención
2,40,13,2,2,18,3,18,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",Abstención
2,24,13,4,10,19,1,4,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",UP
2,38,12,6,5,18,15,4,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",UP
2,70,13,3,10,1,1,1,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",PSOE
1,61,10,5,10,2,2,2,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, primer ciclo",PP
2,43,1,6,9,18,17,1,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
1,69,10,3,10,6,6,6,Más de 10.000,Media,Pensionista,"Segundo grado, primer ciclo y menos",MP
2,45,1,4,8,5,5,18,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",Abstención
1,67,1,6,0,17,16,18,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Abstención
1,61,10,3,0,5,5,5,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",VOX
1,71,5,4,9,5,5,18,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",Abstención
1,30,13,4,8,18,12,20,Más de 10.000,Media baja / Baja,Estudiante,"Segundo grado, segundo ciclo",Abstención
1,71,9,5,10,7,7,7,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, primer ciclo",ERC
2,35,14,4,7,1,6,6,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",MP
1,64,10,4,10,2,2,2,Más de 10.000,Alta / Media Alta,Pensionista,"Segundo grado, segundo ciclo",PP
1,74,12,4,0,13,12,13,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",Otros
1,56,14,4,10,4,4,4,Más de 10.000,Media,Parado,"Segundo grado, segundo ciclo",UP
1,69,10,6,10,3,3,3,Más de 10.000,Media,Pensionista,"Tercer grado, segundo ciclo y más",CS
2,51,1,4,8,18,2,3,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",CS
2,39,6,5,5,18,16,3,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",CS
1,79,9,7,10,8,8,8,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, segundo ciclo y más",JXCAT
1,44,13,5,9,1,1,1,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",PSOE
1,60,12,4,10,13,12,12,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",Otros
2,58,9,4,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PSOE
1,74,12,4,0,17,13,1,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",PSOE
2,44,1,5,0,16,17,16,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, primer ciclo",Blanco
1,31,5,5,5,2,3,3,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, primer ciclo",CS
1,51,7,5,10,18,16,4,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",UP
1,59,4,4,8,12,12,12,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",Otros
1,37,1,4,10,12,12,12,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",Otros
2,42,10,5,10,18,3,3,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",CS
2,52,9,6,10,18,7,1,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, segundo ciclo y más",PSOE
2,62,7,3,10,1,1,1,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, primer ciclo y menos",PSOE
2,33,8,4,99,18,16,19,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",Abstención
2,42,9,4,6,18,15,19,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",Abstención
2,68,9,4,10,18,1,1,Menos de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",PSOE
2,31,13,5,3,18,12,18,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, primer ciclo",Abstención
2,30,8,6,8,1,1,1,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
1,78,13,4,8,3,3,3,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",CS
2,28,13,6,10,18,1,1,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
1,56,12,5,10,13,13,13,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",Otros
1,62,13,7,10,2,2,2,Más de 10.000,Media,Pensionista,"Tercer grado, segundo ciclo y más",PP
2,62,4,4,10,2,2,18,Menos de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",Abstención
2,67,9,4,10,8,8,8,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",JXCAT
1,39,9,3,5,3,3,3,Más de 10.000,Media,Trabaja,"Segundo grado, primer ciclo y menos",CS
2,41,13,3,5,18,14,18,Más de 10.000,Media,Pensionista,"Segundo grado, primer ciclo y menos",Abstención
1,42,1,4,10,18,14,15,Menos de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",Otros
2,45,1,3,10,1,1,1,Menos de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",PSOE
1,39,10,5,10,5,5,5,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",VOX
2,36,3,4,9,12,4,1,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",PSOE
1,35,16,8,0,18,16,19,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, segundo ciclo y más",Abstención
1,72,5,6,10,1,1,1,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, segundo ciclo y más",PSOE
2,58,9,5,0,16,12,17,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",Nulo
1,31,13,7,10,3,3,3,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",CS
1,22,8,6,10,3,3,3,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",CS
1,59,13,6,10,5,5,5,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",VOX
2,36,1,6,10,4,4,4,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",UP
2,51,9,4,0,17,15,18,Menos de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Abstención
2,38,3,4,99,18,16,18,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",Abstención
1,78,9,5,10,8,8,8,Más de 10.000,Media,Pensionista,"Tercer grado, primer ciclo",JXCAT
1,32,9,3,5,18,14,19,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, primer ciclo y menos",Abstención
1,63,13,4,8,18,3,3,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",CS
2,33,16,6,8,3,3,3,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",CS
2,65,1,4,8,12,1,12,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",Otros
1,71,12,5,9,4,4,4,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, primer ciclo",UP
1,75,3,5,6,5,15,16,Más de 10.000,Media,Pensionista,"Tercer grado, primer ciclo",Blanco
2,40,13,4,5,18,16,19,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",Abstención
1,64,2,6,8,2,2,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PP
2,46,3,5,99,18,15,20,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",Abstención
1,31,13,6,9,2,3,3,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",CS
2,67,9,7,0,17,16,18,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Tercer grado, segundo ciclo y más",Abstención
1,46,16,4,10,5,5,2,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",PP
2,76,15,8,10,18,1,1,Más de 10.000,Media,Pensionista,"Tercer grado, segundo ciclo y más",PSOE
1,57,16,4,10,4,4,4,Más de 10.000,Media,Parado,"Segundo grado, segundo ciclo",UP
2,55,12,4,7,1,3,1,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PSOE
1,60,9,5,10,7,7,7,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, primer ciclo",ERC
2,59,10,6,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
2,57,1,5,1,19,16,20,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, primer ciclo",Abstención
1,45,11,4,10,4,6,6,Menos de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",MP
2,58,12,4,10,1,4,1,Menos de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PSOE
2,30,2,7,1,12,12,12,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",Otros
1,65,9,4,10,8,8,8,Menos de 10.000,Alta / Media Alta,Pensionista,"Segundo grado, segundo ciclo",JXCAT
2,19,14,4,6,18,16,18,Más de 10.000,Media baja / Baja,Estudiante,"Segundo grado, segundo ciclo",Abstención
1,40,5,5,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PSOE
2,58,13,6,99,18,16,1,Menos de 10.000,Media,Parado,"Tercer grado, segundo ciclo y más",PSOE
1,47,3,5,10,3,3,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PP
2,59,1,4,0,3,15,18,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",Abstención
2,44,9,3,0,17,8,8,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",JXCAT
2,39,9,6,7,1,2,1,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
2,47,16,6,10,4,4,4,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",UP
1,64,13,3,10,5,5,5,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",VOX
2,44,13,4,6,2,16,16,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",Blanco
1,63,5,6,3,2,2,20,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",Abstención
1,71,12,6,10,1,1,1,Menos de 10.000,Media baja / Baja,Pensionista,"Tercer grado, segundo ciclo y más",PSOE
1,48,14,7,9,3,3,3,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",CS
2,58,9,5,8,18,16,16,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, primer ciclo",Blanco
1,56,14,4,10,18,4,4,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",UP
2,68,7,5,10,1,1,1,Más de 10.000,Media,Pensionista,"Tercer grado, primer ciclo",PSOE
2,23,7,6,10,18,1,1,Menos de 10.000,Media baja / Baja,Estudiante,"Tercer grado, segundo ciclo y más",PSOE
2,19,9,5,4,3,4,18,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",Abstención
2,67,1,4,10,6,6,6,Menos de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",MP
2,26,12,7,9,1,1,18,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Abstención
1,66,1,4,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PSOE
1,48,1,4,10,1,1,4,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",UP
2,51,7,5,1,18,5,18,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Tercer grado, primer ciclo",Abstención
1,56,9,4,5,18,16,12,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",Otros
1,48,7,6,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
2,62,1,6,10,3,3,3,Más de 10.000,Media,Pensionista,"Tercer grado, segundo ciclo y más",CS
