"winery","wine","year","rating","num_reviews","country","region","price","type","body","acidity"
"Emilio Moro","Malleolus","2014",4.2,1030,"Espana","Ribera del Duero",31.95,"Ribera Del Duero Red",5,3
"Gonzalez-Byass","Del Duque Amontillado Sherry VORS","N.V.",4.2,1016,"Espana","Jerez Amontillado",77.22,"Sherry",4,3
"Alvaro Palacios","Les Terrasses Velles Vinyes Priorat","2017",4.2,1016,"Espana","Priorato",85.9,"Priorat Red",4,3
"Familia Torres","Salmos","2017",4.2,1008,"Espana","Priorato",20.99,"Priorat Red",4,3
"Bodega Numanthia","Numanthia","2013",4.2,998,"Espana","Toro",51.19,"Toro Red",5,3
"Alvaro Palacios","Les Terrasses Laderas de Pizarra","2016",4.2,970,"Espana","Priorato",32.25,"Priorat Red",4,3
"Merum Priorati","Inici","2017",4.2,969,"Espana","Priorato",39,"Priorat Red",4,3
"Familia Torres","Mas La Plana Cabernet Sauvignon","2016",4.2,964,"Espana","Penedes",56.26,"Cabernet Sauvignon",4,3
"Bodegas La Horra","Corimbo I","2011",4.2,918,"Espana","Ribera del Duero",23.4,"Ribera Del Duero Red",5,3
"Castillo Perelada","5 Finques (Fincas) Reserva","2017",4.2,918,"Espana","Emporda",11.35,"Red",4,3
"Bodegas La Horra","Corimbo I","2013",4.2,915,"Espana","Ribera del Duero",37.5,"Ribera Del Duero Red",5,3
"Quinta Sardonia","QS","2010",4.2,900,"Espana","Castilla y Leon",40.76,"Red",4,3
"Martinet","Martinet Bru (Garnatxa - Syrah)","2019",4.2,897,"Espana","Priorato",21.9,"Priorat Red",4,3
"La Rioja Alta","Vina Ardanza Reserva","2000",4.2,883,"Espana","Rioja",161,"Rioja Red",4,3
"Vinedos de Paganos","El Puntido","2013",4.2,879,"Espana","Rioja",34.41,"Rioja Red",4,3
"Emilio Moro","Ribera del Duero","2019",4.2,876,"Espana","Ribera del Duero",16.95,"Ribera Del Duero Red",5,3
"Alvaro Palacios","Finca Dofi","2015",4.2,865,"Espana","Priorato",52.5,"Priorat Red",4,3
"Protos","Reserva 5 Ano","2014",4.2,855,"Espana","Ribera del Duero",19.53,"Ribera Del Duero Red",5,3
"Bodegas Valduero","Ribera Del Duero Reserva","2012",4.2,852,"Espana","Ribera del Duero",30,"Ribera Del Duero Red",5,3
"Baluarte","Muscat","2020",4.2,842,"Espana","Navarra",5.5,NA,NA,NA
"Marques de Riscal","Rioja Gran Reserva","2014",4.2,840,"Espana","Rioja",35.63,"Rioja Red",4,3
"Bodegas Roda","Roda Reserva Rioja","2017",4.2,834,"Espana","Rioja",25.5,"Rioja Red",4,3
"Bodegas Amaren","Angeles de Amaren Tempranillo - Graciano","2015",4.2,832,"Espana","Rioja",19.38,"Rioja Red",4,3
"Marques de Murrieta","Reserva Rioja (Finca Ygay)","2017",4.2,811,"Espana","Rioja",20.9,"Rioja Red",4,3
"Arzuaga","Ribera del Duero Crianza","2019",4.2,806,"Espana","Ribera del Duero",18.5,"Ribera Del Duero Red",5,3
"Marques de Riscal","Reserva XR","2015",4.2,778,"Espana","Rioja",23,"Rioja Red",4,3
"Familia Torres","Purgatori Costers del Segre","2016",4.2,778,"Espana","Costers del Segre",38.37,"Red",4,3
"Familia Torres","Purgatori Costers del Segre","2017",4.2,777,"Espana","Costers del Segre",25.5,"Red",4,3
"Ramon Bilbao","Mirto","2012",4.2,776,"Espana","Rioja",35,"Rioja Red",4,3
"Ossian","Vinas Viejas Verdejo","2015",4.2,769,"Espana","Castilla y Leon",30,"Verdejo",3,3
"Hispano Suizas","Bassus Pinot Noir","2017",4.2,753,"Espana","Utiel-Requena",18.95,"Red",4,3
"Murviedro","Sericis Cepas Viejas Monastrell","2017",4.2,745,"Espana","Valencia",8.95,"Monastrell",5,3
"Castillo Perelada","Finca Malaveina","2016",4.2,740,"Espana","Emporda",25.35,"Red",4,3
"Montecastro","Ribera del Duero Red","2018",4.2,733,"Espana","Ribera del Duero",18.5,"Ribera Del Duero Red",5,3
"Contino","Rioja Gran Reserva","2008",4.2,732,"Espana","Rioja",36,"Rioja Red",4,3
"Contino","Rioja Gran Reserva","2009",4.2,731,"Espana","Rioja",85.8,"Rioja Red",4,3
"Hispano Suizas","Bassus Pinot Noir","2018",4.2,721,"Espana","Utiel-Requena",19.25,"Red",4,3
"Quinta Sardonia","QS","2007",4.2,707,"Espana","Castilla y Leon",37.5,"Red",4,3
"VALENCISO","Rioja Reserva","2014",4.2,696,"Espana","Rioja",19.4,"Rioja Red",4,3
"Gramona","Gessami","2020",4.2,692,"Espana","Penedes",11.2,NA,NA,NA
"Remirez de Ganuza","Rioja Reserva Fincas de Ganuza","2014",4.2,684,"Espana","Rioja",29.5,"Rioja Red",4,3
"Barahonda","Summum Monastrell","2017",4.2,682,"Espana","Yecla",15.95,"Monastrell",5,3
"Losada","Altos de Losada","2017",4.2,676,"Espana","Bierzo",18.4,"Mencia",3,3
"Alvaro Palacios","Finca Dofi","2014",4.2,671,"Espana","Priorato",59.95,"Priorat Red",4,3
"El Coto","Coto de Imaz Rioja Gran Reserva","2015",4.2,668,"Espana","Rioja",15.88,"Rioja Red",4,3
"Matsu","El Viejo","2012",4.2,668,"Espana","Toro",26.95,"Toro Red",5,3
"Recaredo","Corpinnat Terrers Brut Nature","2017",4.2,667,"Espana","Cava",25,"Cava",2,3
"Williams & Humbert","Dos Cortados Palo Cortado Solera Especial Aged 20 Years","N.V.",4.2,666,"Espana","Jerez Palo Cortado",32.16,"Sherry",4,3
"Alvaro Palacios","Vi de Vila Gratallops","2015",4.2,648,"Espana","Priorato",60,"Priorat Red",4,3
"Alvaro Palacios","Vi de Vila Gratallops","2014",4.2,647,"Espana","Priorato",55,"Priorat Red",4,3
"Marques de Murrieta","Gran Reserva Rioja (Finca Ygay)","2010",4.2,645,"Espana","Rioja",86.95,"Rioja Red",4,3
"Tobia","Oscar Tobia Reserva Rioja","2015",4.2,633,"Espana","Rioja",20,"Rioja Red",4,3
"Marques de Caceres","Rioja Satinela Blanco Semidulce","2020",4.2,630,"Espana","Rioja",6.99,"Rioja White",3,3
"Vina Pedrosa","Reserva","2012",4.2,628,"Espana","Ribera del Duero",29.93,"Ribera Del Duero Red",5,3
"Castillo Perelada","Finca Malaveina","2012",4.2,627,"Espana","Emporda",17.84,"Red",4,3
"Contino","Rioja Gran Reserva","2014",4.2,624,"Espana","Rioja",34.5,"Rioja Red",4,3
"Bodegas Mauro","Red","2008",4.2,622,"Espana","Castilla y Leon",55,"Red",4,3
"Portal del Priorat","Clos del Portal Negre de Negres","2017",4.2,612,"Espana","Priorato",21.85,"Priorat Red",4,3
"Recaredo","Corpinnat Terrers Brut Nature","2016",4.2,611,"Espana","Cava",21.8,"Cava",2,3
"Torre de Ona","Martelo Reserva","2014",4.2,600,"Espana","Rioja",20.5,"Rioja Red",4,3
"Tinto Pesquera","Crianza","2019",4.2,599,"Espana","Ribera del Duero",17.25,"Ribera Del Duero Red",5,3
"Dehesa de Los Canonigos","Solideo","2015",4.2,592,"Espana","Ribera del Duero",35.09,"Ribera Del Duero Red",5,3
"Sei Solo","Preludio","2017",4.2,591,"Espana","Ribera del Duero",24.9,"Ribera Del Duero Red",5,3
"Diez Caballero","Reserva Tempranillo","2011",4.2,587,"Espana","Rioja",20.4532878069468,"Rioja Red",4,3
"Mas d'en Gil","Coma Vella Priorat","2014",4.2,576,"Espana","Priorato",24.8,"Priorat Red",4,3
"Chozas Carrascal","Las Ocho (8) Tinto","2017",4.2,570,"Espana","Utiel-Requena",16.767557,"Red",4,3
"Vegalfaro","Pago de los Balagueses Syrah","2017",4.2,559,"Espana","Utiel-Requena",17.7,"Syrah",4,3
"Lopez Cristobal","Bagus Ribera del Duero","2012",4.2,559,"Espana","Ribera del Duero",54,"Ribera Del Duero Red",5,3
"Clos Galena","Formiga de Vellut","2018",4.2,558,"Espana","Priorato",16.2,"Priorat Red",4,3
"Bodegas Valduero","Tierra Alta En 2 Maderas","2017",4.2,557,"Espana","Ribera del Duero",19.9,"Ribera Del Duero Red",5,3
"Los Aguilares","Pago El Espino","2017",4.2,555,"Espana","Sierras de Malaga",25.35,"Red",4,3
"VALENCISO","Rioja Blanco","2018",4.2,540,"Espana","Rioja",17.75,"Rioja White",3,3
"Dehesa de Los Canonigos","Crianza","2018",4.2,528,"Espana","Ribera del Duero",18.9,"Ribera Del Duero Red",5,3
"Palacios Remondo","Propiedad  Rioja","2017",4.2,527,"Espana","Rioja",25.9,"Rioja Red",4,3
"Dehesa de Los Canonigos","Crianza","2017",4.2,520,"Espana","Ribera del Duero",18.25,"Ribera Del Duero Red",5,3
"Bodegas Faustino","Reserva Especial Icon Edition","2014",4.2,519,"Espana","Rioja",23.89,"Rioja Red",4,3
"Fernando de Castilla","Antique Palo Cortado","N.V.",4.2,519,"Espana","Jerez Palo Cortado",36.9,"Sherry",4,3
"Matsu","El Viejo","2017",4.2,518,"Espana","Toro",33.9,"Toro Red",5,3
"Lan","Vina Lanciano Reserva","2015",4.2,514,"Espana","Rioja",14.6,"Rioja Red",4,3
"Anima Negra","An","2016",4.2,513,"Espana","Mallorca",139.9,"Red",4,3
"Bodegas Mas Alta","Artigas","2017",4.2,505,"Espana","Priorato",20.9,"Priorat Red",4,3
"Vinicola Real","200 Monges Rioja Reserva","2005",4.2,499,"Espana","Rioja",48,"Rioja Red",4,3
"Contino","Rioja Gran Reserva","2011",4.2,490,"Espana","Rioja",39.5,"Rioja Red",4,3
"Sei Solo","Preludio","2018",4.2,488,"Espana","Ribera del Duero",24.5,"Ribera Del Duero Red",5,3
"Williams & Humbert","Jalifa Amontillado Rare Old Dry Solera Especial Aged 30 Years","N.V.",4.2,487,"Espana","Jerez Amontillado",33.5,"Sherry",4,3
"Tridente","Rejon Tempranillo","2012",4.2,485,"Espana","Castilla y Leon",36.97,"Tempranillo",4,2
"Emilio Moro","La Felisa","2018",4.2,483,"Espana","Ribera del Duero",26.3,"Ribera Del Duero Red",5,3
"Emilio Moro","La Revelia Godello","2018",4.2,484,"Espana","Bierzo",21.95,NA,NA,NA
"Valderiz","Tinto","2018",4.2,481,"Espana","Ribera del Duero",21.5,"Ribera Del Duero Red",5,3
"Lan","A Mano Rioja","2009",4.2,480,"Espana","Rioja",28.95,"Rioja Red",4,3
"Familia Torres","Milmanda","2015",4.2,473,"Espana","Conca de Barbera",126.2,"Chardonnay",4,3
"Terras Gauda","Terras Gauda O Rosal","2021",4.2,466,"Espana","Rias Baixas",11.9,"Albarino",3,3
"Pazo Senorans","Seleccion de Anada Albarino Rias Baixas","2008",4.2,459,"Espana","Rias Baixas",37.9,"Albarino",3,3
"Muga","Seleccion Especial (Reserva)","2004",4.2,447,"Espana","Rioja",65,"Rioja Red",4,3
"Bohorquez","Reserva","2009",4.2,442,"Espana","Ribera del Duero",21.65,"Ribera Del Duero Red",5,3
"Abadal","3.9","2016",4.2,441,"Espana","Pla de Bages",22.95,"Red",4,3
"Mar de Frades","Rias Baixas Albarino Atlantico","2021",4.2,439,"Espana","Rias Baixas",14.8,"Albarino",3,3
"Adega Familiar Eladio Pineiro","Envidiacochina (Tete de Cuvee)","2019",4.2,438,"Espana","Rias Baixas",18.46,"Albarino",3,3
"Pradorey","Adaro","2017",4.2,436,"Espana","Ribera del Duero",16.45,"Ribera Del Duero Red",5,3
"Montecastro","Ribera del Duero Red","2017",4.2,433,"Espana","Ribera del Duero",16.9,"Ribera Del Duero Red",5,3
"Culebron","Fondillon Gran Reserva","1964",4.2,432,"Espana","Alicante",49.95,NA,NA,NA
"Portal del Priorat","Clos del Portal Negre de Negres","2018",4.2,429,"Espana","Priorato",21.7,"Priorat Red",4,3
"Castillo Perelada","Monastrell - Syrah Finca Espolla","2016",4.2,424,"Espana","Emporda",13.95,"Red",4,3
"Castano","Casa Cisca Monastrell","2011",4.2,423,"Espana","Yecla",32,"Monastrell",5,3
"Remirez de Ganuza","Rioja Blanco","2017",4.2,421,"Espana","Rioja",29.15,"Rioja White",3,3
"La Vicalanda","Reserva","2015",4.2,420,"Espana","Rioja",17.5,"Rioja Red",NA,NA
"Enrique Mendoza","Santa Rosa","2017",4.2,420,"Espana","Alicante",18.9,"Red",NA,NA
"Clos Pons","Roc Nu","2011",4.2,420,"Espana","Costers del Segre",23.95,"Red",NA,NA
"Sierra Cantabria","Coleccion Privada","2012",4.2,420,"Espana","Rioja",28.3,"Rioja Red",NA,NA
"Imperial","Rioja Reserva","2004",4.2,417,"Espana","Rioja",45,"Rioja Red",NA,NA
"Losada","Altos de Losada","2018",4.2,415,"Espana","Bierzo",17.9,"Mencia",NA,NA
"Mar de Frades","Rias Baixas Albarino Finca Valinas","2015",4.2,414,"Espana","Rias Baixas",16.78,"Albarino",NA,NA
"La Rioja Alta","Vina Alberdi Crianza","2018",4.2,410,"Espana","Rioja",13.58,"Rioja Red",NA,NA
"Bodegas La Horra","Corimbo I","2015",4.2,412,"Espana","Ribera del Duero",37.9,"Ribera Del Duero Red",NA,NA
"Vina Pedrosa","Gran Reserva","2011",4.2,410,"Espana","Ribera del Duero",51.35,"Ribera Del Duero Red",NA,NA
"Campillo","Gran Reserva Rioja","2012",4.2,410,"Espana","Rioja",22.99,"Rioja Red",NA,NA
"Ramon do Casar","Treixadura","2020",4.2,407,"Espana","Ribeiro",11.95,NA,NA,NA
"Lustau","Candela Cream Dulce Sweet","N.V.",4.2,405,"Espana","Jerez-Xeres-Sherry",7.1,"Sherry",NA,NA
"Portal del Priorat","Clos del Portal Somni","2014",4.2,404,"Espana","Priorato",77.36,"Priorat Red",NA,NA
"Binigrau","Nounat","2020",4.2,404,"Espana","Mallorca",19.9,NA,NA,NA
"Ramon Bilbao","Mirto","2011",4.2,402,"Espana","Rioja",28.53,"Rioja Red",NA,NA
"Matsu","El Viejo","2019",4.2,400,"Espana","Toro",27.89,"Toro Red",NA,NA
"Artadi","Valdegines","2016",4.2,398,"Espana","Vino de Espana",48.96,"Tempranillo",NA,NA
"Contino","Rioja Graciano","2011",4.2,395,"Espana","Rioja",61.94,"Rioja Red",NA,NA
"Contino","Reserva","2016",4.2,392,"Espana","Rioja",19.98,"Rioja Red",NA,NA
"Conreria d'Scala Dei","Les Brugueres","2018",4.2,390,"Espana","Priorato",16.76,"Priorat Red",NA,NA
"Mustiguillo","Finca Terrerazo","2017",4.2,390,"Espana","El Terrerazo",24.45,"Red",NA,NA
"Matarromera","Gran Reserva","2011",4.2,389,"Espana","Ribera del Duero",64.5,"Ribera Del Duero Red",NA,NA
"Sei Solo","Preludio","2016",4.2,388,"Espana","Ribera del Duero",31.63,"Ribera Del Duero Red",NA,NA
"Vinedos de Paganos","El Puntido","2005",4.2,384,"Espana","Rioja",73,"Rioja Red",NA,NA
"La Vicalanda","Reserva","2015",4.2,420,"Espana","Rioja",17.5,"Rioja Red",4,3
"Enrique Mendoza","Santa Rosa","2017",4.2,420,"Espana","Alicante",18.9,"Red",4,3
"Clos Pons","Roc Nu","2011",4.2,420,"Espana","Costers del Segre",23.95,"Red",4,3
"Sierra Cantabria","Coleccion Privada","2012",4.2,420,"Espana","Rioja",28.3,"Rioja Red",4,3
"Imperial","Rioja Reserva","2004",4.2,417,"Espana","Rioja",45,"Rioja Red",4,3
"Losada","Altos de Losada","2018",4.2,415,"Espana","Bierzo",17.9,"Mencia",3,3
"Mar de Frades","Rias Baixas Albarino Finca Valinas","2015",4.2,414,"Espana","Rias Baixas",16.78,"Albarino",3,3
"La Rioja Alta","Vina Alberdi Crianza","2018",4.2,410,"Espana","Rioja",13.58,"Rioja Red",4,3
"Bodegas La Horra","Corimbo I","2015",4.2,412,"Espana","Ribera del Duero",37.9,"Ribera Del Duero Red",5,3
"Vina Pedrosa","Gran Reserva","2011",4.2,410,"Espana","Ribera del Duero",51.35,"Ribera Del Duero Red",5,3
"Campillo","Gran Reserva Rioja","2012",4.2,410,"Espana","Rioja",22.99,"Rioja Red",4,3
"Ramon do Casar","Treixadura","2020",4.2,407,"Espana","Ribeiro",11.95,NA,NA,NA
"Lustau","Candela Cream Dulce Sweet","N.V.",4.2,405,"Espana","Jerez-Xeres-Sherry",7.1,"Sherry",4,3
"Portal del Priorat","Clos del Portal Somni","2014",4.2,404,"Espana","Priorato",77.36,"Priorat Red",4,3
"Binigrau","Nounat","2020",4.2,404,"Espana","Mallorca",19.9,NA,NA,NA
"Ramon Bilbao","Mirto","2011",4.2,402,"Espana","Rioja",28.53,"Rioja Red",4,3
"Matsu","El Viejo","2019",4.2,400,"Espana","Toro",27.89,"Toro Red",5,3
"Artadi","Valdegines","2016",4.2,398,"Espana","Vino de Espana",48.96,"Tempranillo",4,2
"Contino","Rioja Graciano","2011",4.2,395,"Espana","Rioja",61.94,"Rioja Red",4,3
"Contino","Reserva","2016",4.2,392,"Espana","Rioja",19.98,"Rioja Red",4,3
"Conreria d'Scala Dei","Les Brugueres","2018",4.2,390,"Espana","Priorato",16.76,"Priorat Red",4,3
"Mustiguillo","Finca Terrerazo","2017",4.2,390,"Espana","El Terrerazo",24.45,"Red",4,3
"Matarromera","Gran Reserva","2011",4.2,389,"Espana","Ribera del Duero",64.5,"Ribera Del Duero Red",5,3
"Sei Solo","Preludio","2016",4.2,388,"Espana","Ribera del Duero",31.63,"Ribera Del Duero Red",5,3
"Vinedos de Paganos","El Puntido","2005",4.2,384,"Espana","Rioja",73,"Rioja Red",4,3
"La Vicalanda","Reserva","2015",4.2,420,"Espana","Rioja",17.5,"Rioja Red",4,3
"Enrique Mendoza","Santa Rosa","2017",4.2,420,"Espana","Alicante",18.9,"Red",4,3
"Clos Pons","Roc Nu","2011",4.2,420,"Espana","Costers del Segre",23.95,"Red",4,3
"Sierra Cantabria","Coleccion Privada","2012",4.2,420,"Espana","Rioja",28.3,"Rioja Red",4,3
"Imperial","Rioja Reserva","2004",4.2,417,"Espana","Rioja",45,"Rioja Red",4,3
"Losada","Altos de Losada","2018",4.2,415,"Espana","Bierzo",17.9,"Mencia",3,3
"Mar de Frades","Rias Baixas Albarino Finca Valinas","2015",4.2,414,"Espana","Rias Baixas",16.78,"Albarino",3,3
"La Rioja Alta","Vina Alberdi Crianza","2018",4.2,410,"Espana","Rioja",13.58,"Rioja Red",4,3
"Bodegas La Horra","Corimbo I","2015",4.2,412,"Espana","Ribera del Duero",37.9,"Ribera Del Duero Red",5,3
"Vina Pedrosa","Gran Reserva","2011",4.2,410,"Espana","Ribera del Duero",51.35,"Ribera Del Duero Red",5,3
"Campillo","Gran Reserva Rioja","2012",4.2,410,"Espana","Rioja",22.99,"Rioja Red",4,3
"Ramon do Casar","Treixadura","2020",4.2,407,"Espana","Ribeiro",11.95,NA,NA,NA
"Lustau","Candela Cream Dulce Sweet","N.V.",4.2,405,"Espana","Jerez-Xeres-Sherry",7.1,"Sherry",4,3
"Portal del Priorat","Clos del Portal Somni","2014",4.2,404,"Espana","Priorato",77.36,"Priorat Red",4,3
"Binigrau","Nounat","2020",4.2,404,"Espana","Mallorca",19.9,NA,NA,NA
"Ramon Bilbao","Mirto","2011",4.2,402,"Espana","Rioja",28.53,"Rioja Red",4,3
"Matsu","El Viejo","2019",4.2,400,"Espana","Toro",27.89,"Toro Red",5,3
"Artadi","Valdegines","2016",4.2,398,"Espana","Vino de Espana",48.96,"Tempranillo",4,2
"Contino","Rioja Graciano","2011",4.2,395,"Espana","Rioja",61.94,"Rioja Red",4,3
"Contino","Reserva","2016",4.2,392,"Espana","Rioja",19.98,"Rioja Red",4,3
"Conreria d'Scala Dei","Les Brugueres","2018",4.2,390,"Espana","Priorato",16.76,"Priorat Red",4,3
"Mustiguillo","Finca Terrerazo","2017",4.2,390,"Espana","El Terrerazo",24.45,"Red",4,3
"Matarromera","Gran Reserva","2011",4.2,389,"Espana","Ribera del Duero",64.5,"Ribera Del Duero Red",5,3
"Sei Solo","Preludio","2016",4.2,388,"Espana","Ribera del Duero",31.63,"Ribera Del Duero Red",5,3
"Vinedos de Paganos","El Puntido","2005",4.2,384,"Espana","Rioja",73,"Rioja Red",4,3
"La Vicalanda","Reserva","2015",4.2,420,"Espana","Rioja",17.5,"Rioja Red",4,3
"Enrique Mendoza","Santa Rosa","2017",4.2,420,"Espana","Alicante",18.9,"Red",4,3
"Clos Pons","Roc Nu","2011",4.2,420,"Espana","Costers del Segre",23.95,"Red",4,3
"Sierra Cantabria","Coleccion Privada","2012",4.2,420,"Espana","Rioja",28.3,"Rioja Red",4,3
"Imperial","Rioja Reserva","2004",4.2,417,"Espana","Rioja",45,"Rioja Red",4,3
"Losada","Altos de Losada","2018",4.2,415,"Espana","Bierzo",17.9,"Mencia",3,3
"Mar de Frades","Rias Baixas Albarino Finca Valinas","2015",4.2,414,"Espana","Rias Baixas",16.78,"Albarino",3,3
"La Rioja Alta","Vina Alberdi Crianza","2018",4.2,410,"Espana","Rioja",13.58,"Rioja Red",4,3
"Bodegas La Horra","Corimbo I","2015",4.2,412,"Espana","Ribera del Duero",37.9,"Ribera Del Duero Red",5,3
"Vina Pedrosa","Gran Reserva","2011",4.2,410,"Espana","Ribera del Duero",51.35,"Ribera Del Duero Red",5,3
"Campillo","Gran Reserva Rioja","2012",4.2,410,"Espana","Rioja",22.99,"Rioja Red",4,3
"Ramon do Casar","Treixadura","2020",4.2,407,"Espana","Ribeiro",11.95,NA,NA,NA
"Lustau","Candela Cream Dulce Sweet","N.V.",4.2,405,"Espana","Jerez-Xeres-Sherry",7.1,"Sherry",4,3
"Portal del Priorat","Clos del Portal Somni","2014",4.2,404,"Espana","Priorato",77.36,"Priorat Red",4,3
"Binigrau","Nounat","2020",4.2,404,"Espana","Mallorca",19.9,NA,NA,NA
"Ramon Bilbao","Mirto","2011",4.2,402,"Espana","Rioja",28.53,"Rioja Red",4,3
"Matsu","El Viejo","2019",4.2,400,"Espana","Toro",27.89,"Toro Red",5,3
"Artadi","Valdegines","2016",4.2,398,"Espana","Vino de Espana",48.96,"Tempranillo",4,2
"Contino","Rioja Graciano","2011",4.2,395,"Espana","Rioja",61.94,"Rioja Red",4,3
"Contino","Reserva","2016",4.2,392,"Espana","Rioja",19.98,"Rioja Red",4,3
"Conreria d'Scala Dei","Les Brugueres","2018",4.2,390,"Espana","Priorato",16.76,"Priorat Red",4,3
"Mustiguillo","Finca Terrerazo","2017",4.2,390,"Espana","El Terrerazo",24.45,"Red",4,3
"Matarromera","Gran Reserva","2011",4.2,389,"Espana","Ribera del Duero",64.5,"Ribera Del Duero Red",5,3
"Sei Solo","Preludio","2016",4.2,388,"Espana","Ribera del Duero",31.63,"Ribera Del Duero Red",5,3
"Vinedos de Paganos","El Puntido","2005",4.2,384,"Espana","Rioja",73,"Rioja Red",4,3
"La Vicalanda","Reserva","2015",4.2,420,"Espana","Rioja",17.5,"Rioja Red",4,3
"Enrique Mendoza","Santa Rosa","2017",4.2,420,"Espana","Alicante",18.9,"Red",4,3
"Clos Pons","Roc Nu","2011",4.2,420,"Espana","Costers del Segre",23.95,"Red",4,3
"Sierra Cantabria","Coleccion Privada","2012",4.2,420,"Espana","Rioja",28.3,"Rioja Red",4,3
"Imperial","Rioja Reserva","2004",4.2,417,"Espana","Rioja",45,"Rioja Red",4,3
"Losada","Altos de Losada","2018",4.2,415,"Espana","Bierzo",17.9,"Mencia",3,3
"Mar de Frades","Rias Baixas Albarino Finca Valinas","2015",4.2,414,"Espana","Rias Baixas",16.78,"Albarino",3,3
"La Rioja Alta","Vina Alberdi Crianza","2018",4.2,410,"Espana","Rioja",13.58,"Rioja Red",4,3
"Bodegas La Horra","Corimbo I","2015",4.2,412,"Espana","Ribera del Duero",37.9,"Ribera Del Duero Red",5,3
"Vina Pedrosa","Gran Reserva","2011",4.2,410,"Espana","Ribera del Duero",51.35,"Ribera Del Duero Red",5,3
"Campillo","Gran Reserva Rioja","2012",4.2,410,"Espana","Rioja",22.99,"Rioja Red",4,3
"Ramon do Casar","Treixadura","2020",4.2,407,"Espana","Ribeiro",11.95,NA,NA,NA
"Lustau","Candela Cream Dulce Sweet","N.V.",4.2,405,"Espana","Jerez-Xeres-Sherry",7.1,"Sherry",4,3
"Portal del Priorat","Clos del Portal Somni","2014",4.2,404,"Espana","Priorato",77.36,"Priorat Red",4,3
"Binigrau","Nounat","2020",4.2,404,"Espana","Mallorca",19.9,NA,NA,NA
"Ramon Bilbao","Mirto","2011",4.2,402,"Espana","Rioja",28.53,"Rioja Red",4,3
"Matsu","El Viejo","2019",4.2,400,"Espana","Toro",27.89,"Toro Red",5,3
"Artadi","Valdegines","2016",4.2,398,"Espana","Vino de Espana",48.96,"Tempranillo",4,2
"Contino","Rioja Graciano","2011",4.2,395,"Espana","Rioja",61.94,"Rioja Red",4,3
"Contino","Reserva","2016",4.2,392,"Espana","Rioja",19.98,"Rioja Red",4,3
"Conreria d'Scala Dei","Les Brugueres","2018",4.2,390,"Espana","Priorato",16.76,"Priorat Red",4,3
"Mustiguillo","Finca Terrerazo","2017",4.2,390,"Espana","El Terrerazo",24.45,"Red",4,3
"Matarromera","Gran Reserva","2011",4.2,389,"Espana","Ribera del Duero",64.5,"Ribera Del Duero Red",5,3
"Sei Solo","Preludio","2016",4.2,388,"Espana","Ribera del Duero",31.63,"Ribera Del Duero Red",5,3
"Vinedos de Paganos","El Puntido","2005",4.2,384,"Espana","Rioja",73,"Rioja Red",4,3
"La Vicalanda","Reserva","2015",4.2,420,"Espana","Rioja",17.5,"Rioja Red",4,3
"Enrique Mendoza","Santa Rosa","2017",4.2,420,"Espana","Alicante",18.9,"Red",4,3
"Clos Pons","Roc Nu","2011",4.2,420,"Espana","Costers del Segre",23.95,"Red",4,3
"Sierra Cantabria","Coleccion Privada","2012",4.2,420,"Espana","Rioja",28.3,"Rioja Red",4,3
"Imperial","Rioja Reserva","2004",4.2,417,"Espana","Rioja",45,"Rioja Red",4,3
