id,sexo,edad,edad_r,hab,prov,ccaa,edu,cs,p1_1,p1_2,p1_3,p1_4,p1_5,p1_6,p1_7,p1_8,p1_9,p1_10,p2_1,p2_2,p2_3,p3_1,p3_2,p3_3,p3_4,p3_5,p3_6,p4_1,p4_2,p4_3,p4_4,p4_5,p4_6,p4_7,p4_8,p4_9,p5_1,p5_2,p5_3,p5_4,p5_5,p5_6,p5_7,p5_8,p5_9,p5_10,p5_11,p5_12,p6,p7,p8,p9,hab_r,clase_social_r,situacion_laboral_r,educacion_r,recuerdo_r,ponde
534,2,31,2,1,28,13,7,3,5,5,4,4,6,6,6,3,5,6,4,4,4,2,2,3,3,3,2,4,3,3,4,2,3,3,4,4,2,4,4,4,3,4,3,3,3,3,5,2,5,18,17,17,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Nulo,1.4043334584758949
535,2,71,6,5,35,5,6,2,4,5,5,5,4,4,6,3,5,5,5,5,5,3,3,4,3,3,4,3,3,3,4,4,3,5,3,3,1,1,1,6,1,6,1,6,1,1,6,1,10,1,1,1,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, segundo ciclo y más",PSOE,1.2603970808852416
536,2,42,3,4,34,7,4,6,4,5,3,5,3,3,6,1,6,3,2,3,2,5,2,2,2,1,1,5,3,5,5,1,5,5,5,1,6,6,2,2,5,6,2,6,6,2,6,2,10,2,2,2,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",PP,0.9937413431528237
537,2,41,3,6,46,10,4,4,5,3,5,5,4,5,5,3,3,4,5,5,4,2,3,3,3,3,3,3,4,2,3,2,3,2,3,3,1,1,1,1,1,4,5,1,5,1,5,1,8,1,1,18,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Abstención,0.6635463077766557
538,1,47,4,2,47,7,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,99,18,16,19,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",Abstención,0.7989379638084939
539,2,47,4,2,35,5,2,7,4,4,4,4,4,4,4,4,4,4,5,5,5,2,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,8,2,2,2,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",PP,1.1830931318929756
540,1,52,4,4,8,9,4,6,5,4,5,5,3,4,3,5,3,4,5,5,5,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,5,4,5,5,10,7,7,7,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",ERC,0.8345618031448835
541,1,76,6,6,28,13,5,3,5,4,5,5,3,4,4,3,5,5,5,5,5,3,3,4,3,3,3,3,3,3,3,4,3,5,4,3,1,1,1,1,1,1,6,1,1,1,6,1,9,1,1,1,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, primer ciclo",PSOE,1.2868755222773065
542,1,23,1,5,30,14,4,6,5,4,4,5,5,4,4,4,5,4,5,4,5,2,2,3,1,2,2,4,4,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,10,12,4,12,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",Otros,1.1345264135870687
543,2,59,5,1,23,1,3,4,5,5,1,5,4,5,6,1,4,5,5,4,5,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,2,2,2,2,2,5,2,2,2,2,5,2,10,2,2,2,Menos de 10.000,Media,Pensionista,"Segundo grado, primer ciclo y menos",PP,1.0260090953574519
544,1,42,3,4,8,9,4,5,4,3,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,2,2,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",PP,0.9138148462714978
545,2,48,4,5,26,17,4,4,1,1,1,4,1,1,3,4,1,1,1,1,1,1,1,2,1,1,1,4,4,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,99,18,15,18,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Abstención,0.7055903746765965
546,1,21,1,1,13,8,4,5,3,5,3,1,3,4,3,2,2,4,2,3,3,2,3,2,3,1,3,3,2,3,3,2,3,4,4,1,2,1,2,5,2,2,3,2,4,3,2,3,6,2,3,3,Menos de 10.000,Media baja / Baja,Estudiante,"Segundo grado, segundo ciclo",CS,1.550355095180574
547,2,59,5,3,3,10,6,6,3,3,4,1,3,1,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,6,6,6,6,6,6,6,6,6,6,6,6,5,19,17,20,Más de 10.000,Media baja / Baja,Pensionista,"Tercer grado, segundo ciclo y más",Abstención,0.7926787964365335
548,2,44,3,6,28,13,7,3,4,1,3,4,1,3,4,3,2,3,1,4,1,2,3,2,2,2,3,2,1,2,1,1,1,2,3,1,2,2,1,5,5,3,4,4,2,5,1,5,8,3,3,3,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",CS,0.734978823787854
549,2,38,3,3,14,1,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,2,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,0,5,5,5,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",VOX,0.9629835783901676
550,1,51,4,4,11,1,4,5,4,4,4,3,3,3,2,1,3,2,4,3,4,2,2,2,2,1,2,2,4,2,1,2,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,8,5,5,5,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",VOX,0.9332322182457962
551,1,40,3,1,22,2,8,4,5,5,5,5,3,5,5,4,5,3,5,5,4,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,10,4,4,4,Menos de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",UP,1.0145477987034484
552,2,33,2,3,46,10,4,2,4,4,4,5,3,3,4,1,2,3,5,4,3,2,2,3,2,2,2,3,3,2,2,2,1,2,2,3,2,2,2,2,1,5,2,2,2,2,2,2,10,2,2,2,Más de 10.000,Alta / Media Alta,Parado,"Segundo grado, segundo ciclo",PP,0.9741151625128166
553,2,69,6,5,3,10,7,4,6,4,6,3,3,6,6,3,6,6,2,3,4,2,2,3,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,18,15,20,Más de 10.000,Media,Parado,"Tercer grado, segundo ciclo y más",Abstención,1.2109634710838266
554,1,66,6,3,12,10,4,5,4,4,4,3,3,3,4,2,4,4,4,4,4,5,2,5,2,2,2,3,3,2,2,1,2,1,2,2,5,6,5,6,5,6,6,6,3,6,3,6,7,18,16,5,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",VOX,1.5184299723892367
555,2,34,2,1,6,11,4,4,4,3,6,5,6,3,3,1,3,3,4,4,5,5,1,5,2,2,5,2,4,2,2,2,2,1,2,4,5,5,5,5,5,5,5,5,5,5,5,5,0,17,17,18,Menos de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Abstención,1.1245204223314922
556,2,34,2,6,50,2,6,3,4,4,5,3,4,4,3,3,3,3,5,5,5,5,5,3,3,2,3,3,3,2,2,3,3,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,10,19,17,20,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Abstención,0.967060376675204
557,1,44,3,6,41,1,7,4,3,3,3,2,3,3,3,3,3,3,1,2,2,1,1,1,1,2,3,2,2,2,2,2,2,2,2,2,1,6,3,4,6,4,4,3,2,3,4,4,0,9,9,6,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",MP,0.728524978004317
558,2,62,5,2,30,14,4,5,3,3,2,2,2,1,1,1,3,1,3,4,1,2,2,1,1,1,1,1,3,2,2,2,1,2,1,1,3,3,2,2,5,5,2,5,3,5,3,3,10,5,15,1,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",PSOE,0.93675490929484
559,1,48,4,4,28,13,4,5,5,5,5,5,5,5,5,5,4,6,5,5,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,4,4,4,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",UP,0.8185965617176101
560,2,55,5,6,46,10,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,4,1,1,1,1,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,10,16,16,4,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",UP,0.6872083413495385
561,2,19,1,3,28,13,4,1,5,4,5,4,4,5,4,3,4,5,3,3,4,3,2,3,3,2,3,3,3,2,2,2,3,2,2,2,1,1,1,1,1,4,1,4,4,1,1,1,10,1,1,18,Más de 10.000,Alta / Media Alta,Estudiante,"Segundo grado, segundo ciclo",Abstención,1.1297846439898096
562,1,54,4,4,46,10,6,3,4,4,4,3,3,3,3,1,3,2,3,5,4,3,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,2,1,6,6,1,5,5,6,2,9,18,16,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PP,0.8406994682175972
563,1,24,1,5,8,9,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,3,3,3,2,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,Más de 10.000,Media,Trabaja,"Segundo grado, primer ciclo y menos",PSOE,0.9036625254399309
564,2,47,4,2,20,16,6,2,5,5,5,5,5,5,4,4,4,4,5,5,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,5,5,1,1,4,1,5,4,5,1,5,5,2,18,17,18,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Abstención,0.9495503900698328
565,2,49,4,3,46,10,5,3,5,5,4,5,5,4,5,4,4,5,5,4,5,3,3,5,5,3,2,4,5,4,4,4,5,4,4,4,5,6,4,5,6,6,5,6,4,6,5,5,10,3,3,3,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",CS,0.7949099252912488
566,1,68,6,1,39,6,4,6,4,4,4,4,4,4,4,4,4,4,3,4,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,1,4,5,2,18,6,1,Menos de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",PSOE,1.995324941048798
567,1,56,5,5,30,14,5,4,3,3,3,5,3,1,1,1,3,1,3,3,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,10,2,2,18,Más de 10.000,Media,Estudiante,"Tercer grado, primer ciclo",Abstención,0.6822851581105268
568,2,53,4,2,30,14,4,4,5,3,4,5,4,4,3,1,4,3,5,5,3,2,2,2,2,2,2,3,3,2,3,2,2,2,2,2,1,5,5,5,5,1,1,1,1,5,5,1,5,6,6,1,Más de 10.000,Media,Parado,"Segundo grado, segundo ciclo",PSOE,0.8260552326494403
569,2,38,3,5,31,15,7,3,3,6,4,5,5,4,2,4,5,5,4,3,4,3,3,3,4,3,3,3,3,3,4,3,3,2,4,2,2,5,5,5,6,4,5,5,4,5,6,2,3,2,4,13,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Otros,0.8522923702746376
570,1,61,5,1,26,17,6,1,3,3,4,1,2,3,2,1,2,2,2,3,1,1,2,5,1,1,2,5,3,2,2,2,1,1,2,2,5,5,5,2,5,5,5,5,5,5,5,5,0,17,15,1,Menos de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, segundo ciclo y más",PSOE,1.1564287630500578
571,1,66,6,3,13,8,4,4,4,4,4,5,5,5,4,3,3,3,5,4,3,2,3,3,3,2,2,3,3,2,2,1,2,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,6,4,15,18,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Abstención,1.3699204390877657
572,2,56,5,3,43,9,3,5,5,4,4,4,4,5,3,3,4,4,4,5,3,2,2,3,2,2,3,3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,2,2,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, primer ciclo y menos",PP,0.791085440210416
573,1,40,3,5,48,16,6,3,4,4,5,5,4,4,4,3,4,3,3,5,3,5,2,5,3,2,3,4,5,2,2,4,2,2,2,2,6,6,6,6,4,5,6,4,1,4,6,6,99,18,16,16,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Blanco,0.9615756262043376
574,1,37,3,6,28,13,4,4,2,3,4,4,3,4,4,3,3,4,3,4,3,3,3,3,3,3,3,2,3,2,2,3,3,3,3,3,6,5,5,5,6,6,6,6,6,6,6,6,6,18,16,20,Más de 10.000,Media,Parado,"Segundo grado, segundo ciclo",Abstención,0.639034990927263
575,2,62,5,6,50,2,6,6,4,4,4,4,6,4,2,1,3,4,4,2,3,1,2,3,2,2,2,3,3,2,5,2,2,2,2,5,5,6,5,5,1,1,1,6,5,5,5,5,0,17,15,18,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Tercer grado, segundo ciclo y más",Abstención,0.7010417775224936
576,1,67,6,5,3,10,4,6,3,3,4,3,3,3,2,1,3,3,2,2,2,2,2,2,1,1,1,2,5,2,2,2,2,1,2,1,6,2,6,5,6,5,5,6,3,6,6,2,10,18,2,2,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",PP,1.352146435931826
577,2,50,4,2,36,12,6,5,2,2,2,3,3,2,2,3,2,2,3,3,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,7,2,2,2,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Tercer grado, segundo ciclo y más",PP,0.8528710402959885
578,2,67,6,3,43,9,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,6,10,7,7,7,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",ERC,1.5326166373279093
579,1,74,6,2,36,12,4,5,4,4,4,5,2,4,3,1,5,3,3,5,3,1,2,2,3,2,2,4,1,2,2,3,2,2,3,3,1,1,5,1,1,5,1,1,6,1,1,5,0,17,16,1,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",PSOE,1.6323787780312011
580,2,52,4,5,28,13,4,6,4,4,6,2,3,2,6,3,6,6,4,2,2,2,5,5,3,5,2,5,5,2,1,2,5,5,2,5,5,5,6,4,2,2,6,4,6,6,5,2,9,18,1,1,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",PSOE,0.689248807109138
581,1,66,6,1,28,13,3,6,5,5,5,5,5,4,5,3,5,5,5,5,4,2,2,3,3,3,3,4,3,2,3,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,17,1,1,Menos de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",PSOE,1.9468578045600082
582,2,39,3,4,15,12,3,5,2,3,2,4,1,6,2,4,3,4,3,3,3,5,2,3,5,5,5,5,5,2,5,5,5,5,2,2,6,6,6,5,6,6,6,6,2,2,6,6,99,3,2,19,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",Abstención,0.9362571486871525
583,2,51,4,4,8,9,4,4,4,5,4,5,5,5,4,3,4,4,5,5,3,2,3,2,3,2,2,3,3,2,2,2,2,1,2,2,5,5,5,5,4,4,5,5,4,5,5,5,9,18,6,4,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",UP,0.7474218998135638
584,2,56,5,1,49,7,4,1,4,4,4,3,2,4,4,2,3,2,4,4,3,2,2,3,3,2,3,4,3,2,2,1,2,2,1,2,5,2,2,4,4,2,4,4,2,2,1,1,10,4,4,4,Menos de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",UP,1.1108733333922172
585,1,55,5,4,19,8,7,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,4,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,10,1,4,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE,0.86011840627798
586,1,29,2,1,6,11,4,2,2,2,4,4,2,3,5,5,4,3,5,4,2,1,1,2,2,2,2,4,3,1,1,1,4,1,2,1,5,2,5,5,5,4,3,4,3,5,5,1,4,18,1,17,Menos de 10.000,Alta / Media Alta,Parado,"Segundo grado, segundo ciclo",Nulo,1.1226592944159524
587,2,47,4,4,22,2,6,2,5,5,3,5,3,5,3,2,4,2,3,5,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,18,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE,0.7739913164108381
588,1,66,6,5,21,1,4,4,4,3,3,6,6,6,6,1,6,2,1,5,2,5,3,3,2,2,5,5,3,2,2,2,2,2,3,2,6,6,6,5,5,6,5,6,5,5,5,5,99,6,16,4,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",UP,1.3295487078986552
589,1,57,5,6,8,9,4,4,4,5,4,5,5,5,4,2,4,4,4,4,3,3,3,3,3,5,3,5,3,3,5,5,5,2,3,5,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",PSOE,0.5974823893889538
590,2,36,3,3,8,9,4,1,4,3,3,3,3,3,3,3,4,3,1,1,1,3,2,2,2,1,3,2,2,1,2,2,2,2,2,2,4,2,4,4,4,4,3,4,4,4,4,4,4,1,4,4,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",UP,0.857236255748215
591,1,78,6,5,4,1,5,4,3,2,4,4,3,2,1,1,3,3,4,4,2,1,2,2,2,1,1,2,3,1,2,2,2,2,2,1,5,2,2,2,1,6,5,1,5,2,6,6,10,18,1,1,Más de 10.000,Media,Pensionista,"Tercer grado, primer ciclo",PSOE,1.3295487078986552
592,2,37,3,1,46,10,7,1,2,2,2,4,3,3,1,1,3,2,1,3,1,1,1,1,1,1,1,4,4,2,3,2,1,2,1,3,3,3,4,1,4,4,1,4,4,3,3,1,10,12,4,4,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",UP,1.1325872623019648
593,1,65,6,5,20,16,4,4,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,4,2,2,2,2,2,2,2,5,5,4,5,4,5,4,4,4,5,5,4,9,10,7,10,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",BILDU,1.5023388693324788
594,1,24,1,5,15,12,7,3,4,3,2,5,3,3,1,5,1,1,3,4,2,1,3,1,3,2,3,3,4,1,1,2,2,1,1,1,4,4,1,2,2,3,3,3,3,5,3,4,7,18,4,13,Más de 10.000,Alta / Media Alta,Estudiante,"Tercer grado, segundo ciclo y más",Otros,1.0375773110775266
595,1,60,5,1,32,12,6,4,5,5,5,5,5,5,4,4,4,4,5,5,3,2,2,3,3,2,2,3,4,2,2,2,2,1,2,2,5,1,1,1,1,4,1,4,5,4,1,1,8,13,13,13,Menos de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",Otros,0.9175037431899994
596,2,41,3,5,9,7,4,2,3,4,5,4,5,4,4,3,5,4,4,4,3,1,1,2,1,1,1,3,2,2,2,2,3,1,2,3,5,5,5,3,3,2,3,5,5,5,5,6,2,5,5,5,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",VOX,0.7396985914472297
597,2,69,6,1,5,7,4,4,5,5,5,5,5,5,2,2,4,4,4,5,3,2,3,3,3,3,3,4,3,2,2,2,2,2,2,2,6,4,6,4,4,4,3,4,5,4,4,1,7,6,6,1,Menos de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",PSOE,1.9145050385862874
598,1,69,6,5,48,16,4,6,5,5,4,5,5,4,5,4,3,3,3,4,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,6,6,1,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",PSOE,1.6994056354125966
599,1,74,6,4,38,5,4,7,4,4,5,2,4,1,4,1,3,3,3,2,4,3,3,2,5,2,4,4,3,3,2,3,2,2,2,2,3,2,2,1,1,1,2,2,3,1,2,2,1,3,3,18,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",Abstención,2.274010291365341
600,2,52,4,5,15,12,4,6,3,3,3,4,3,4,2,2,2,3,3,3,3,2,2,2,2,1,2,2,3,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,10,16,15,16,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",Blanco,0.7118507223003966
601,2,30,2,2,8,9,6,2,2,3,3,4,2,4,3,4,3,3,1,5,3,2,2,2,2,2,2,2,3,2,3,2,3,2,2,3,5,4,5,4,5,5,3,2,5,5,3,4,10,19,17,19,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Abstención,1.0354663831079527
602,2,43,3,1,28,13,4,5,4,5,5,5,4,5,5,1,4,4,3,4,5,3,3,3,3,3,3,3,2,2,2,2,1,1,2,2,5,5,6,1,1,5,5,1,5,1,5,1,10,6,1,1,Menos de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",PSOE,1.113772181095963
603,2,42,3,1,47,7,4,4,5,3,4,5,4,4,5,3,3,4,4,5,3,1,2,3,2,2,2,2,2,3,3,3,2,2,3,3,5,5,1,5,4,4,6,4,2,4,5,1,9,4,4,4,Menos de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",UP,1.079340154639349
604,2,36,3,1,28,13,6,1,5,5,5,5,3,5,3,1,4,1,2,5,5,2,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PP,1.1049981234033401
605,1,61,5,6,50,2,5,2,3,4,4,1,3,4,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,5,2,10,2,2,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PP,0.61872174365081
606,2,22,1,3,38,5,4,6,4,4,5,4,4,5,6,3,4,4,5,5,4,3,2,2,3,2,1,4,4,2,2,2,2,2,2,2,3,3,3,3,3,3,3,5,3,5,5,5,0,5,17,18,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",Abstención,1.1991569518863943
607,1,44,3,5,47,7,3,4,4,4,5,5,1,4,2,1,4,1,1,3,4,1,2,2,1,1,2,1,1,2,2,2,1,2,2,2,6,2,6,2,6,5,2,5,6,6,5,5,10,18,1,1,Más de 10.000,Media,Trabaja,"Segundo grado, primer ciclo y menos",PSOE,0.7219402104468705
608,2,43,3,1,16,8,3,4,1,1,1,3,1,2,1,1,1,1,5,5,3,4,1,1,1,1,1,2,3,1,1,1,1,1,1,1,5,5,5,5,5,6,5,5,6,2,6,2,4,18,15,2,Menos de 10.000,Media,Trabaja,"Segundo grado, primer ciclo y menos",PP,1.0299285008413865
609,2,26,2,3,14,1,5,5,5,5,4,4,5,5,3,2,4,2,5,5,4,3,3,3,3,2,3,4,5,2,2,3,3,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,10,4,4,4,Más de 10.000,Media baja / Baja,Estudiante,"Tercer grado, primer ciclo",UP,1.21382445139277
610,2,30,2,3,35,5,6,5,4,4,4,4,6,6,6,1,3,6,3,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,10,5,15,3,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, segundo ciclo y más",CS,1.1230664618142177
611,1,66,6,5,8,9,4,5,2,3,4,5,4,4,5,5,4,2,4,4,3,2,2,3,2,2,3,4,4,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,5,5,1,5,10,18,16,16,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",Blanco,1.3494284990423833
612,1,48,4,4,11,1,4,6,5,5,4,5,4,5,2,1,3,3,4,4,4,1,2,3,2,2,2,3,4,2,2,2,2,2,2,2,1,1,1,1,1,5,3,1,3,1,2,1,7,12,12,1,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",PSOE,0.931678076336158
613,1,68,6,2,36,12,4,4,4,3,4,4,4,4,4,3,4,3,4,4,4,3,3,3,3,2,3,5,3,2,3,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,5,1,10,1,1,1,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",PSOE,1.44068137619704
614,1,38,3,4,29,1,5,3,5,3,4,4,4,5,4,4,5,3,4,3,4,2,1,4,3,4,4,4,3,4,3,4,2,3,3,3,3,1,2,2,1,4,2,2,2,2,3,4,8,1,5,6,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",MP,1.0221774735531508
615,1,37,3,4,28,13,7,1,3,1,1,2,1,1,1,5,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,2,5,3,3,5,3,3,2,9,2,9,3,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",CS,0.8877914305229769
616,1,78,6,5,36,12,4,7,4,5,4,4,4,4,3,1,3,3,5,4,4,2,1,1,1,1,2,3,3,1,2,2,2,5,1,2,6,5,2,5,2,2,6,4,3,5,2,2,10,2,2,3,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",CS,1.8536572665987543
617,2,61,5,6,8,9,6,1,1,1,1,1,2,2,1,1,1,1,1,4,2,1,1,1,1,1,1,2,4,2,2,2,1,2,1,2,6,2,2,2,3,2,2,2,2,3,3,2,8,2,2,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PP,0.6804241927756343
618,2,49,4,3,43,9,6,2,5,4,4,5,5,5,5,5,5,4,5,5,5,2,2,3,3,2,2,3,3,2,2,3,2,1,2,2,5,5,5,5,4,5,5,4,5,5,5,4,10,18,15,8,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",JXCAT,0.705543174556312
619,2,51,4,2,7,4,4,4,5,2,4,5,4,4,4,1,4,4,4,4,4,2,3,3,3,3,3,4,4,2,2,1,2,2,2,2,5,2,6,2,1,5,5,5,2,1,5,2,10,3,3,3,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",CS,0.9087471364657095
620,1,52,4,4,35,5,6,3,4,4,2,3,4,3,4,2,3,2,4,5,4,1,2,2,2,2,2,3,4,2,2,1,1,1,2,1,1,5,1,1,5,5,1,1,1,5,1,5,5,18,1,4,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",UP,0.865167155767753
