MAGNITUD,ANO,MES,DIA,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
7,2019,8,2,28.0,11.0,7.0,3.0,6.0,7.0,10.0,25.0,38.0,18.0,19.0,20.0,11.0,11.0,6.0,6.0,3.0,4.0,5.0,11.0,20.0,146.0,211.0,55.0
8,2019,8,2,91.0,76.0,71.0,49.0,45.0,46.0,49.0,67.0,79.0,55.0,56.0,59.0,50.0,48.0,38.0,34.0,30.0,33.0,37.0,52.0,79.0,159.0,162.0,110.0
9,2019,8,2,12.0,15.0,9.0,6.0,9.0,9.0,12.0,11.0,14.0,11.0,12.0,16.0,15.0,18.0,11.0,18.0,39.0,29.0,24.0,23.0,12.0,14.0,25.0,44.0
10,2019,8,2,24.0,27.0,20.0,15.0,18.0,18.0,20.0,19.0,25.0,23.0,27.0,32.0,27.0,33.0,25.0,33.0,56.0,43.0,31.0,30.0,14.0,25.0,56.0,72.0
12,2019,8,2,134.0,92.0,82.0,53.0,54.0,57.0,65.0,105.0,137.0,83.0,85.0,90.0,67.0,65.0,48.0,43.0,35.0,40.0,45.0,69.0,111.0,382.0,485.0,194.0
14,2019,8,2,14.2,15.51,17.0,33.07,27.83,23.86,25.67,18.1,18.05,44.01,50.19,61.58,81.55,91.67,108.0,120.3,113.9,109.8,98.1,82.52,58.03,3.51,1.78,19.2
6,2019,8,3,0.7,0.7,0.5,0.4,0.3,0.3,0.3,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3
7,2019,8,3,89.0,99.0,29.0,24.0,17.0,5.0,6.0,31.0,18.0,9.0,8.0,5.0,5.0,22.0,4.0,4.0,3.0,2.0,3.0,6.0,6.0,47.0,17.0,1.0
8,2019,8,3,129.0,124.0,96.0,78.0,68.0,54.0,53.0,70.0,61.0,40.0,34.0,30.0,33.0,44.0,24.0,27.0,24.0,22.0,25.0,37.0,37.0,96.0,66.0,29.0
9,2019,8,3,13.0,12.0,17.0,8.0,13.0,12.0,19.0,15.0,13.0,12.0,14.0,16.0,17.0,12.0,21.0,12.0,10.0,20.0,19.0,26.0,21.0,16.0,15.0,28.0
10,2019,8,3,31.0,29.0,498.0,243.0,29.0,27.0,31.0,20.0,20.0,30.0,19.0,23.0,27.0,23.0,34.0,23.0,24.0,28.0,29.0,35.0,29.0,23.0,35.0,37.0
12,2019,8,3,267.0,276.0,141.0,116.0,93.0,63.0,63.0,117.0,89.0,54.0,46.0,38.0,41.0,77.0,31.0,32.0,28.0,26.0,29.0,47.0,46.0,167.0,93.0,31.0
14,2019,8,3,3.83,1.91,2.3,8.92,16.7,22.86,21.33,11.19,28.01,55.25,67.23,85.18,99.47,103.8,113.4,104.0,104.5,103.7,100.8,96.07,90.68,37.1,56.88,84.7
6,2019,8,4,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2
7,2019,8,4,4.0,2.0,1.0,1.0,2.0,3.0,13.0,12.0,6.0,11.0,7.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,3.0,51.0,12.0,2.0
8,2019,8,4,32.0,29.0,18.0,12.0,41.0,39.0,61.0,66.0,42.0,46.0,39.0,21.0,17.0,16.0,13.0,13.0,15.0,18.0,22.0,27.0,39.0,97.0,72.0,39.0
9,2019,8,4,2.0,6.0,7.0,7.0,10.0,8.0,11.0,11.0,11.0,10.0,12.0,12.0,10.0,18.0,19.0,22.0,22.0,29.0,28.0,16.0,22.0,21.0,20.0,27.0
10,2019,8,4,6.0,10.0,12.0,12.0,15.0,17.0,21.0,21.0,19.0,17.0,20.0,20.0,18.0,26.0,25.0,33.0,31.0,39.0,38.0,23.0,30.0,32.0,34.0,33.0
12,2019,8,4,37.0,32.0,19.0,14.0,45.0,44.0,81.0,86.0,51.0,63.0,49.0,24.0,21.0,20.0,14.0,15.0,18.0,22.0,27.0,30.0,44.0,175.0,91.0,43.0
14,2019,8,4,80.02,78.5,86.81,96.48,56.53,54.7,33.71,14.27,34.61,41.25,65.09,102.3,103.8,99.31,102.2,101.0,99.89,100.3,97.95,96.79,85.53,37.83,52.76,70.35
6,2019,8,5,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.5,0.4,0.4,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
7,2019,8,5,6.0,1.0,1.0,1.0,1.0,4.0,8.0,98.0,86.0,62.0,47.0,35.0,13.0,4.0,5.0,4.0,6.0,6.0,9.0,6.0,5.0,5.0,3.0,6.0
8,2019,8,5,52.0,24.0,23.0,21.0,23.0,37.0,44.0,87.0,80.0,84.0,87.0,84.0,50.0,26.0,24.0,22.0,23.0,29.0,38.0,37.0,40.0,46.0,43.0,41.0
9,2019,8,5,18.0,13.0,9.0,10.0,9.0,1.0,10.0,15.0,11.0,9.0,16.0,21.0,19.0,15.0,6.0,18.0,22.0,32.0,21.0,26.0,30.0,15.0,10.0,5.0
10,2019,8,5,25.0,20.0,16.0,17.0,14.0,9.0,18.0,24.0,24.0,23.0,30.0,34.0,32.0,23.0,14.0,27.0,34.0,43.0,26.0,32.0,38.0,22.0,17.0,10.0
12,2019,8,5,61.0,26.0,24.0,22.0,24.0,43.0,57.0,237.0,212.0,179.0,158.0,138.0,70.0,32.0,31.0,28.0,32.0,38.0,51.0,46.0,48.0,54.0,48.0,50.0
14,2019,8,5,54.55,73.98,68.27,62.54,56.05,35.63,24.54,3.39,5.4,12.2,22.52,39.09,69.69,86.06,90.65,88.59,87.87,82.32,78.54,81.29,78.7,67.82,62.58,60.66
6,2019,8,6,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
7,2019,8,6,1.0,1.0,1.0,2.0,1.0,5.0,12.0,39.0,30.0,67.0,36.0,10.0,3.0,3.0,5.0,7.0,4.0,6.0,13.0,9.0,4.0,6.0,4.0,1.0
8,2019,8,6,16.0,17.0,21.0,22.0,24.0,54.0,55.0,78.0,71.0,92.0,89.0,39.0,23.0,23.0,25.0,28.0,24.0,28.0,33.0,39.0,29.0,37.0,24.0,17.0
9,2019,8,6,3.0,3.0,2.0,3.0,7.0,4.0,6.0,10.0,10.0,18.0,20.0,17.0,14.0,14.0,16.0,28.0,25.0,22.0,25.0,26.0,14.0,10.0,8.0,1.0
10,2019,8,6,6.0,6.0,7.0,9.0,13.0,11.0,13.0,16.0,20.0,32.0,37.0,31.0,21.0,22.0,25.0,41.0,30.0,31.0,30.0,34.0,22.0,18.0,15.0,1.0
12,2019,8,6,17.0,19.0,23.0,25.0,26.0,61.0,73.0,137.0,117.0,194.0,144.0,55.0,28.0,28.0,32.0,38.0,30.0,38.0,54.0,53.0,36.0,45.0,29.0,19.0
14,2019,8,6,82.1,78.04,72.42,69.06,62.49,30.04,25.06,9.5,12.31,14.04,27.14,66.78,90.77,91.0,91.4,81.03,84.81,78.88,69.24,65.56,69.01,55.85,57.85,61.36
6,2019,8,7,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
7,2019,8,7,5.0,3.0,5.0,1.0,8.0,1.0,5.0,35.0,24.0,16.0,8.0,9.0,11.0,10.0,5.0,6.0,6.0,6.0,7.0,8.0,5.0,8.0,8.0,3.0
8,2019,8,7,23.0,21.0,30.0,10.0,16.0,16.0,25.0,60.0,54.0,42.0,29.0,30.0,32.0,27.0,25.0,21.0,24.0,27.0,23.0,27.0,24.0,38.0,38.0,22.0
9,2019,8,7,9.0,2.0,1.0,3.0,6.0,3.0,3.0,5.0,9.0,8.0,4.0,8.0,7.0,9.0,6.0,8.0,4.0,3.0,4.0,3.0,5.0,5.0,10.0,3.0
10,2019,8,7,14.0,6.0,1.0,11.0,13.0,9.0,9.0,11.0,18.0,16.0,11.0,16.0,14.0,18.0,15.0,17.0,11.0,9.0,12.0,10.0,12.0,11.0,16.0,7.0
12,2019,8,7,30.0,26.0,37.0,12.0,29.0,18.0,32.0,113.0,90.0,66.0,41.0,44.0,49.0,43.0,33.0,31.0,33.0,36.0,34.0,40.0,31.0,51.0,50.0,26.0
14,2019,8,7,57.75,54.9,38.42,54.18,47.25,44.65,38.65,15.46,19.11,27.45,37.96,40.68,44.4,50.17,52.34,51.75,56.89,57.53,59.39,55.18,58.09,49.32,47.38,55.31
6,2019,8,8,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.3,0.3,0.2,0.2,0.2,0.2
7,2019,8,8,1.0,1.0,1.0,1.0,1.0,5.0,26.0,42.0,18.0,19.0,14.0,9.0,11.0,9.0,15.0,7.0,5.0,10.0,39.0,44.0,12.0,7.0,6.0,5.0
8,2019,8,8,15.0,10.0,8.0,9.0,10.0,23.0,59.0,72.0,48.0,48.0,42.0,24.0,25.0,18.0,25.0,19.0,17.0,25.0,44.0,39.0,36.0,37.0,35.0,30.0
9,2019,8,8,3.0,5.0,3.0,3.0,4.0,6.0,6.0,9.0,9.0,7.0,9.0,8.0,9.0,9.0,9.0,9.0,11.0,23.0,17.0,26.0,16.0,8.0,20.0,8.0
10,2019,8,8,6.0,10.0,8.0,6.0,7.0,9.0,12.0,15.0,16.0,15.0,18.0,18.0,18.0,17.0,18.0,19.0,22.0,37.0,38.0,68.0,31.0,17.0,28.0,13.0
12,2019,8,8,17.0,11.0,9.0,11.0,12.0,32.0,99.0,137.0,75.0,77.0,64.0,38.0,42.0,33.0,48.0,30.0,25.0,39.0,104.0,107.0,54.0,48.0,45.0,38.0
14,2019,8,8,58.04,59.94,64.32,65.14,60.32,46.37,19.93,12.56,28.75,33.15,43.13,57.73,56.11,48.92,44.27,47.12,52.89,53.19,43.53,49.63,56.65,48.25,39.58,37.07
6,2019,8,9,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1
7,2019,8,9,1.0,1.0,1.0,7.0,1.0,1.0,3.0,16.0,14.0,10.0,9.0,12.0,7.0,8.0,10.0,10.0,10.0,8.0,9.0,11.0,7.0,6.0,7.0,5.0
8,2019,8,9,16.0,12.0,11.0,17.0,9.0,8.0,12.0,24.0,19.0,14.0,12.0,12.0,11.0,11.0,14.0,12.0,12.0,12.0,15.0,19.0,15.0,13.0,15.0,12.0
9,2019,8,9,6.0,4.0,5.0,7.0,6.0,4.0,4.0,4.0,6.0,3.0,4.0,5.0,5.0,8.0,10.0,5.0,10.0,8.0,13.0,13.0,13.0,12.0,2.0,3.0
10,2019,8,9,12.0,8.0,10.0,12.0,13.0,13.0,8.0,9.0,11.0,11.0,9.0,10.0,11.0,19.0,20.0,20.0,21.0,19.0,30.0,23.0,20.0,19.0,6.0,6.0
12,2019,8,9,18.0,15.0,13.0,27.0,10.0,10.0,16.0,48.0,40.0,29.0,26.0,31.0,22.0,23.0,29.0,27.0,28.0,25.0,29.0,35.0,26.0,23.0,25.0,19.0
14,2019,8,9,41.91,42.75,41.78,32.51,33.17,30.21,26.23,17.42,20.82,27.39,30.83,31.04,32.42,28.84,28.55,27.65,29.3,31.85,32.88,33.62,37.26,40.18,32.47,26.03
6,2019,8,10,0.2,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3
7,2019,8,10,3.0,2.0,2.0,2.0,1.0,1.0,1.0,9.0,5.0,8.0,7.0,5.0,3.0,2.0,3.0,2.0,3.0,5.0,3.0,2.0,2.0,5.0,4.0,22.0
8,2019,8,10,12.0,10.0,14.0,16.0,13.0,9.0,16.0,38.0,28.0,28.0,25.0,22.0,19.0,18.0,19.0,14.0,15.0,16.0,19.0,20.0,22.0,32.0,37.0,71.0
9,2019,8,10,4.0,4.0,2.0,2.0,4.0,3.0,4.0,8.0,8.0,8.0,7.0,10.0,12.0,10.0,25.0,41.0,17.0,8.0,10.0,18.0,16.0,2.0,9.0,8.0
10,2019,8,10,6.0,7.0,6.0,5.0,7.0,6.0,8.0,13.0,13.0,15.0,15.0,19.0,20.0,19.0,37.0,51.0,26.0,15.0,16.0,23.0,22.0,3.0,14.0,16.0
12,2019,8,10,16.0,13.0,18.0,18.0,15.0,11.0,17.0,52.0,36.0,40.0,35.0,30.0,24.0,22.0,23.0,17.0,19.0,23.0,24.0,22.0,25.0,40.0,43.0,105.0
14,2019,8,10,28.47,33.27,31.74,41.21,53.59,56.52,50.67,32.55,37.94,42.46,52.24,69.13,82.99,91.77,91.57,88.41,81.51,86.78,85.75,84.03,83.49,75.48,69.82,37.24
6,2019,8,11,0.4,0.3,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
7,2019,8,11,20.0,21.0,18.0,1.0,1.0,1.0,1.0,6.0,7.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0
8,2019,8,11,78.0,76.0,48.0,21.0,12.0,11.0,8.0,26.0,34.0,11.0,13.0,14.0,12.0,12.0,12.0,12.0,13.0,13.0,16.0,15.0,15.0,18.0,19.0,14.0
9,2019,8,11,7.0,17.0,10.0,1.0,6.0,5.0,5.0,5.0,11.0,2.0,4.0,3.0,12.0,20.0,13.0,1.0,6.0,15.0,4.0,8.0,9.0,9.0,7.0,6.0
10,2019,8,11,20.0,30.0,19.0,6.0,12.0,11.0,11.0,16.0,40.0,8.0,11.0,14.0,21.0,30.0,25.0,5.0,14.0,24.0,15.0,18.0,17.0,17.0,13.0,10.0
12,2019,8,11,109.0,107.0,75.0,22.0,14.0,13.0,9.0,34.0,46.0,13.0,18.0,18.0,15.0,14.0,15.0,15.0,15.0,15.0,20.0,17.0,17.0,20.0,20.0,16.0
14,2019,8,11,27.74,22.7,38.49,70.68,74.57,72.54,69.96,48.24,38.0,63.9,73.67,82.87,91.22,99.27,100.0,103.2,101.7,101.0,96.77,98.32,94.36,89.42,85.7,85.98
6,2019,8,12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
7,2019,8,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26.0,29.0,13.0,9.0,12.0,14.0,13.0,10.0,9.0,7.0,10.0,14.0,9.0,8.0,6.0,5.0,4.0
8,2019,8,12,9.0,8.0,7.0,6.0,6.0,7.0,12.0,53.0,68.0,44.0,33.0,34.0,40.0,37.0,29.0,30.0,30.0,36.0,45.0,43.0,54.0,48.0,35.0,26.0
9,2019,8,12,3.0,5.0,5.0,2.0,3.0,3.0,4.0,5.0,8.0,11.0,8.0,6.0,10.0,11.0,2.0,5.0,11.0,9.0,4.0,8.0,10.0,11.0,9.0,7.0
10,2019,8,12,8.0,9.0,9.0,6.0,7.0,6.0,7.0,12.0,17.0,21.0,19.0,16.0,19.0,22.0,12.0,13.0,18.0,13.0,9.0,13.0,17.0,18.0,17.0,13.0
12,2019,8,12,11.0,10.0,9.0,8.0,7.0,9.0,13.0,93.0,112.0,64.0,48.0,52.0,61.0,57.0,44.0,44.0,41.0,52.0,67.0,56.0,66.0,57.0,42.0,32.0
14,2019,8,12,81.09,78.58,71.7,70.68,69.31,68.23,60.62,22.3,19.47,45.36,56.03,64.18,67.75,73.9,82.66,84.22,84.33,77.93,71.87,71.33,60.16,56.02,62.6,63.31
6,2019,8,13,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2
7,2019,8,13,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,21.0,23.0,19.0,16.0,5.0,8.0,5.0,4.0,2.0,3.0,11.0,4.0,2.0,3.0,12.0,3.0
8,2019,8,13,16.0,9.0,7.0,9.0,8.0,9.0,17.0,31.0,55.0,53.0,45.0,40.0,22.0,28.0,28.0,24.0,17.0,22.0,34.0,27.0,26.0,41.0,63.0,34.0
9,2019,8,13,5.0,6.0,5.0,3.0,4.0,3.0,1.0,4.0,7.0,9.0,7.0,6.0,1.0,5.0,15.0,11.0,10.0,8.0,16.0,9.0,9.0,9.0,11.0,10.0
10,2019,8,13,16.0,22.0,14.0,8.0,7.0,6.0,5.0,8.0,12.0,20.0,20.0,18.0,1.0,9.0,23.0,20.0,19.0,17.0,23.0,16.0,15.0,13.0,18.0,16.0
12,2019,8,13,18.0,11.0,9.0,11.0,9.0,11.0,19.0,40.0,88.0,87.0,74.0,64.0,30.0,39.0,36.0,30.0,21.0,27.0,51.0,33.0,28.0,46.0,81.0,38.0
14,2019,8,13,67.39,70.4,68.96,66.02,64.57,62.02,55.38,44.85,32.56,35.68,43.0,52.21,73.26,77.48,88.19,101.8,107.8,98.45,86.02,91.26,77.23,56.28,37.09,56.63
6,2019,8,14,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.6,0.9,0.7
7,2019,8,14,2.0,1.0,1.0,1.0,1.0,1.0,4.0,13.0,29.0,27.0,15.0,14.0,11.0,8.0,6.0,4.0,3.0,3.0,3.0,10.0,27.0,128.0,249.0,156.0
8,2019,8,14,37.0,26.0,17.0,16.0,16.0,18.0,30.0,47.0,62.0,61.0,45.0,43.0,39.0,35.0,34.0,30.0,32.0,32.0,31.0,57.0,90.0,144.0,175.0,142.0
9,2019,8,14,7.0,3.0,4.0,3.0,6.0,5.0,5.0,8.0,6.0,6.0,11.0,18.0,7.0,3.0,20.0,10.0,13.0,29.0,21.0,10.0,19.0,18.0,9.0,21.0
10,2019,8,14,14.0,11.0,13.0,10.0,11.0,9.0,10.0,15.0,14.0,18.0,21.0,30.0,18.0,11.0,30.0,18.0,21.0,38.0,30.0,13.0,26.0,30.0,33.0,44.0
12,2019,8,14,40.0,27.0,18.0,17.0,17.0,19.0,36.0,66.0,106.0,102.0,69.0,64.0,57.0,48.0,43.0,37.0,37.0,37.0,36.0,73.0,132.0,340.0,557.0,381.0
14,2019,8,14,50.46,61.3,68.32,62.07,52.5,46.94,37.35,25.7,17.59,29.73,44.2,54.87,62.41,81.3,95.26,109.8,118.6,113.5,107.0,81.09,48.57,12.09,2.48,2.58
6,2019,8,15,0.8,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.5,0.6
7,2019,8,15,126.0,10.0,14.0,3.0,2.0,3.0,5.0,16.0,13.0,10.0,8.0,7.0,5.0,4.0,2.0,3.0,2.0,16.0,35.0,29.0,1.0,3.0,59.0,84.0
8,2019,8,15,128.0,72.0,64.0,46.0,30.0,30.0,36.0,49.0,42.0,40.0,37.0,37.0,34.0,27.0,19.0,23.0,20.0,27.0,47.0,45.0,24.0,57.0,101.0,96.0
9,2019,8,15,23.0,17.0,6.0,11.0,10.0,10.0,7.0,7.0,8.0,7.0,9.0,7.0,15.0,13.0,8.0,10.0,21.0,30.0,37.0,16.0,19.0,16.0,9.0,17.0
10,2019,8,15,42.0,29.0,13.0,18.0,16.0,15.0,13.0,13.0,15.0,13.0,19.0,17.0,29.0,24.0,14.0,17.0,28.0,39.0,51.0,29.0,31.0,24.0,16.0,38.0
12,2019,8,15,322.0,88.0,85.0,50.0,33.0,34.0,44.0,74.0,62.0,55.0,49.0,47.0,41.0,34.0,21.0,27.0,24.0,51.0,101.0,89.0,25.0,62.0,191.0,226.0
14,2019,8,15,2.48,14.67,14.19,23.46,36.46,43.29,31.29,18.2,29.19,39.95,54.37,70.15,82.1,92.84,104.2,105.9,96.25,84.06,58.25,60.84,79.71,51.12,12.86,17.58
6,2019,8,16,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.5,0.3
7,2019,8,16,5.0,1.0,1.0,1.0,1.0,1.0,4.0,12.0,16.0,15.0,10.0,9.0,8.0,6.0,5.0,4.0,3.0,3.0,11.0,4.0,27.0,61.0,90.0,3.0
8,2019,8,16,33.0,19.0,14.0,13.0,12.0,15.0,26.0,47.0,49.0,45.0,35.0,33.0,34.0,33.0,30.0,23.0,19.0,22.0,39.0,30.0,69.0,100.0,100.0,49.0
9,2019,8,16,12.0,5.0,4.0,4.0,2.0,3.0,5.0,4.0,7.0,9.0,13.0,12.0,12.0,16.0,16.0,19.0,25.0,23.0,20.0,31.0,29.0,22.0,15.0,32.0
10,2019,8,16,29.0,15.0,10.0,8.0,7.0,7.0,10.0,10.0,13.0,17.0,21.0,20.0,21.0,27.0,27.0,30.0,34.0,30.0,27.0,44.0,37.0,33.0,35.0,59.0
12,2019,8,16,41.0,21.0,15.0,15.0,13.0,17.0,31.0,66.0,73.0,69.0,50.0,46.0,46.0,43.0,38.0,28.0,23.0,26.0,56.0,36.0,111.0,194.0,238.0,53.0
14,2019,8,16,41.37,47.95,51.14,50.65,49.97,47.79,40.03,25.93,27.7,36.43,54.43,67.64,81.41,93.44,96.04,92.35,87.01,84.35,71.09,80.28,53.05,14.66,21.16,50.88
6,2019,8,17,0.3,0.5,0.5,0.4,0.3,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2
7,2019,8,17,15.0,59.0,72.0,21.0,13.0,18.0,4.0,8.0,11.0,19.0,11.0,8.0,6.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,4.0,9.0,6.0,1.0
8,2019,8,17,66.0,101.0,104.0,82.0,63.0,56.0,36.0,42.0,43.0,52.0,36.0,36.0,35.0,26.0,20.0,16.0,13.0,16.0,15.0,23.0,36.0,48.0,48.0,25.0
9,2019,8,17,20.0,3.0,15.0,13.0,9.0,9.0,6.0,7.0,7.0,3.0,5.0,11.0,12.0,11.0,17.0,18.0,27.0,21.0,20.0,20.0,19.0,11.0,10.0,4.0
10,2019,8,17,26.0,18.0,33.0,28.0,19.0,16.0,12.0,13.0,13.0,11.0,15.0,21.0,24.0,19.0,25.0,31.0,42.0,27.0,27.0,28.0,30.0,18.0,17.0,8.0
12,2019,8,17,90.0,191.0,215.0,115.0,82.0,83.0,42.0,54.0,59.0,80.0,53.0,48.0,43.0,30.0,23.0,20.0,15.0,19.0,18.0,27.0,42.0,63.0,57.0,27.0
14,2019,8,17,34.55,6.78,4.1,6.24,14.85,14.76,29.04,21.49,21.93,31.67,51.8,69.18,87.59,102.8,99.57,88.13,91.45,91.19,90.46,85.8,72.35,62.04,57.19,75.61
6,2019,8,18,0.3,0.5,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2
7,2019,8,18,11.0,55.0,59.0,26.0,23.0,12.0,27.0,17.0,36.0,13.0,3.0,2.0,1.0,7.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,8.0
8,2019,8,18,58.0,105.0,109.0,89.0,84.0,60.0,66.0,66.0,65.0,46.0,21.0,14.0,13.0,21.0,15.0,15.0,13.0,17.0,15.0,16.0,20.0,20.0,31.0,37.0
9,2019,8,18,3.0,15.0,16.0,15.0,11.0,16.0,8.0,10.0,3.0,22.0,5.0,3.0,14.0,12.0,21.0,10.0,1.0,11.0,28.0,19.0,13.0,9.0,11.0,15.0
10,2019,8,18,6.0,30.0,31.0,26.0,19.0,24.0,15.0,17.0,12.0,32.0,13.0,7.0,21.0,19.0,34.0,21.0,12.0,23.0,39.0,24.0,20.0,15.0,18.0,24.0
12,2019,8,18,76.0,190.0,199.0,130.0,120.0,79.0,107.0,92.0,120.0,65.0,26.0,17.0,15.0,31.0,19.0,17.0,15.0,21.0,18.0,18.0,26.0,23.0,36.0,49.0
14,2019,8,18,40.01,3.89,3.77,4.3,3.47,12.02,8.97,8.75,8.95,34.22,72.95,86.32,88.53,88.66,95.54,97.92,96.55,86.72,88.56,85.37,75.79,69.09,56.93,41.23
6,2019,8,19,0.2,0.1,0.1,0.1,0.1,0.2,0.3,0.4,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2
7,2019,8,19,5.0,1.0,1.0,2.0,2.0,9.0,51.0,102.0,25.0,14.0,14.0,9.0,5.0,5.0,7.0,5.0,8.0,4.0,7.0,5.0,4.0,2.0,1.0,1.0
8,2019,8,19,28.0,15.0,15.0,14.0,15.0,38.0,60.0,69.0,43.0,36.0,35.0,26.0,19.0,20.0,21.0,17.0,18.0,17.0,26.0,28.0,28.0,32.0,34.0,39.0
9,2019,8,19,8.0,4.0,2.0,3.0,3.0,6.0,6.0,8.0,8.0,7.0,7.0,9.0,11.0,3.0,7.0,16.0,22.0,22.0,18.0,14.0,10.0,1.0,9.0,5.0
10,2019,8,19,15.0,9.0,6.0,6.0,7.0,10.0,14.0,17.0,17.0,15.0,14.0,15.0,18.0,9.0,11.0,22.0,30.0,30.0,26.0,22.0,18.0,4.0,14.0,12.0
12,2019,8,19,35.0,16.0,16.0,17.0,18.0,52.0,138.0,225.0,81.0,58.0,56.0,41.0,27.0,27.0,32.0,25.0,30.0,23.0,37.0,36.0,35.0,36.0,36.0,40.0
14,2019,8,19,33.16,34.48,31.29,31.15,29.69,15.2,4.46,3.83,11.73,26.64,34.28,48.53,66.8,67.41,65.15,65.77,62.58,65.88,66.19,63.75,70.61,63.58,59.25,45.83
6,2019,8,20,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
7,2019,8,20,2.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,13.0,15.0,13.0,17.0,14.0,13.0,12.0,10.0,7.0,10.0,13.0,6.0,6.0,6.0,4.0,4.0
8,2019,8,20,22.0,12.0,11.0,10.0,10.0,16.0,24.0,35.0,48.0,47.0,38.0,37.0,33.0,34.0,33.0,33.0,32.0,39.0,53.0,43.0,40.0,33.0,25.0,23.0
9,2019,8,20,9.0,6.0,2.0,2.0,6.0,1.0,3.0,5.0,7.0,9.0,7.0,11.0,10.0,10.0,13.0,5.0,13.0,13.0,21.0,22.0,13.0,12.0,9.0,9.0
10,2019,8,20,17.0,17.0,9.0,11.0,11.0,4.0,6.0,10.0,12.0,15.0,15.0,17.0,16.0,19.0,22.0,12.0,21.0,20.0,30.0,31.0,21.0,21.0,17.0,15.0
12,2019,8,20,25.0,14.0,13.0,11.0,12.0,17.0,29.0,45.0,68.0,70.0,58.0,63.0,54.0,53.0,51.0,49.0,43.0,54.0,72.0,53.0,49.0,42.0,31.0,29.0
14,2019,8,20,49.81,56.77,56.87,49.03,51.7,51.3,45.89,36.81,30.5,30.93,38.37,44.05,53.65,56.77,59.61,66.23,73.58,75.76,67.15,67.62,61.21,57.1,55.92,53.52
